"","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
"735","Indiana","Parke",211,8372,38,309,94,59981,13,866,57,1994
"736","Indiana","Perry",215,8407,7,17783,35,667,NA,NA,23,334
"737","Indiana","Pike",50,NA,7,6868,4,72,NA,NA,3,41
"738","Indiana","Porter",85,2043,23,383,72,1540,5,214,21,247
"739","Indiana","Posey",60,1464,4,6560,23,400,NA,NA,12,170
"740","Indiana","Pulaski",64,4506,23,94403,22,-47,4,300,15,512
"741","Indiana","Putnam",207,5555,29,77598,72,2099,9,704,46,1355
"742","Indiana","Randolph",154,7718,39,160087,34,-47,NA,NA,31,648
"743","Indiana","Ripley",283,8289,27,24464,80,2254,5,110,34,1332
"744","Indiana","Rush",128,4912,19,73280,27,858,2,-47,16,485
"745","Indiana","St. Joseph",120,4513,22,34974,70,2623,7,460,31,433
"746","Indiana","Scott",110,2004,17,-47,42,862,7,570,6,173
"747","Indiana","Shelby",107,3110,5,-47,48,2391,10,5300,35,1707
"748","Indiana","Spencer",220,10641,8,12113,41,1408,2,-47,27,962
"749","Indiana","Starke",38,NA,5,-47,20,306,3,105,3,-47
"750","Indiana","Steuben",109,6882,17,8443,42,640,2,-47,6,46
"751","Indiana","Sullivan",85,2591,9,851,17,293,NA,NA,7,130
"752","Indiana","Switzerland",149,3839,5,-47,44,1942,4,160,13,590
"753","Indiana","Tippecanoe",127,3486,33,59526,78,1944,1,-47,31,1944
"754","Indiana","Tipton",36,366,20,68458,33,-47,6,600,21,349
"755","Indiana","Union",60,1612,12,10084,18,201,4,100,10,248
"756","Indiana","Vanderburgh",20,NA,9,535,22,374,4,-47,8,63
"757","Indiana","Vermillion",44,1991,4,-47,18,269,1,-47,6,318
"758","Indiana","Vigo",91,1844,7,85,45,925,3,112,18,275
"759","Indiana","Wabash",114,6884,42,173352,41,-47,6,598,19,1452
"760","Indiana","Warren",67,9510,7,-47,40,1033,2,-47,10,231
"761","Indiana","Warrick",83,4429,12,-47,40,981,1,-47,5,-47
"762","Indiana","Washington",380,16215,38,13480,93,162368,17,14424400,65,2833
"763","Indiana","Wayne",256,8626,18,19165,87,8069,10,653,38,1131
"764","Indiana","Wells",64,6660,35,256846,29,-47,3,-47,5,80
"765","Indiana","White",109,7466,42,291881,30,434,3,-47,19,682
"766","Indiana","Whitley",136,5223,49,106929,48,721,6,-47,17,223
"767","Iowa","Iowa",21750,3517805,5253,23808603,5352,43137355,693,16718903,2482,156013
"768","Iowa","Adair",287,33911,35,51672,36,-47,10,810,24,1505
"769","Iowa","Adams",192,41682,13,49787,23,525,NA,NA,13,368
"770","Iowa","Allamakee",382,72317,26,124408,62,16153,5,-47,23,1810
"771","Iowa","Appanoose",283,29898,12,5758,80,1837,3,90,27,967
"772","Iowa","Audubon",138,28496,44,230067,26,726,5,980,5,-47
"773","Iowa","Benton",252,25480,60,117999,60,1490,6,646,25,1775
"774","Iowa","Black Hawk",178,15968,77,343932,90,1994,20,895,35,1230
"775","Iowa","Boone",141,12052,37,131991,64,12705,4,365,58,1947
"776","Iowa","Bremer",200,16877,59,229788,99,2798,13,2075,35,819
"777","Iowa","Buchanan",230,23412,90,340814,73,52349,12,17290,21,724
"778","Iowa","Buena Vista",98,20289,92,553052,25,-47,1,-47,15,1868
"779","Iowa","Butler",213,16947,72,316356,64,1967,10,-47,30,1440
"780","Iowa","Calhoun",131,17467,57,338355,37,604,NA,NA,6,717
"781","Iowa","Carroll",236,65394,112,687525,47,1976,9,694,15,737
"782","Iowa","Cass",229,46101,13,100919,36,-47,10,-47,19,1090
"783","Iowa","Cedar",226,17876,63,265422,68,1551,11,243,35,1050
"784","Iowa","Cerro Gordo",131,10420,56,110359,43,1252,13,1776,19,841
"785","Iowa","Cherokee",207,55504,67,248762,21,702,1,-47,20,732
"786","Iowa","Chickasaw",218,33446,50,330652,38,-47,6,215,20,4073
"787","Iowa","Clarke",211,25296,15,96648,52,867,3,-47,16,618
"788","Iowa","Clay",113,20694,46,193903,19,524729,2,-47,23,3310
"789","Iowa","Clayton",492,69297,65,322573,90,4382,13,1041,41,2313
"790","Iowa","Clinton",346,50056,50,121226,48,1100,7,650,47,2343
"791","Iowa","Crawford",290,48996,57,462340,34,1143,4,1480,21,1599
"792","Iowa","Dallas",162,27413,22,38395,85,283236,2,-47,22,1122
"793","Iowa","Davis",357,28544,38,113627,111,219992,6,420,86,4862
"794","Iowa","Decatur",273,39170,18,63701,42,90978,NA,NA,28,1293
"795","Iowa","Delaware",528,104253,161,470395,67,1297,NA,NA,23,2319
"796","Iowa","Des Moines",106,5113,26,43782,27,1289,6,200,20,687
"797","Iowa","Dickinson",60,23291,19,55120,30,898,2,-47,8,734
"798","Iowa","Dubuque",622,122012,80,110695,93,2670,14,929,27,1261
"799","Iowa","Emmet",77,9382,21,183186,16,-47,4,252,10,345
"800","Iowa","Fayette",384,56930,58,318638,66,-47,12,335,26,2717
"801","Iowa","Floyd",174,19139,49,222565,56,125534,9,-47,15,989
"802","Iowa","Franklin",136,10572,75,564205,39,-47,7,668,14,644
"803","Iowa","Fremont",76,11578,5,-47,16,200,2,-47,1,-47
"804","Iowa","Greene",171,25724,43,242588,52,895,NA,NA,20,826
"805","Iowa","Grundy",119,9419,42,216487,37,612,10,-47,31,1944
"806","Iowa","Guthrie",303,32814,34,132776,34,-47,5,104,20,1002
"807","Iowa","Hamilton",71,3888,72,680094,41,-47,2,-47,18,1445
"808","Iowa","Hancock",99,9371,74,364309,42,-47,8,1050,15,1156
"809","Iowa","Hardin",173,16563,105,860744,43,-47,11,1291,24,810
"810","Iowa","Harrison",200,26011,9,22706,52,-47,15,5430646,11,429
"811","Iowa","Henry",186,17685,35,73859,45,763,3,230,16,660
"812","Iowa","Howard",181,33433,43,531959,53,103673,8,12115,30,1364
"813","Iowa","Humboldt",44,7511,29,113261,15,433848,3,-47,10,620
"814","Iowa","Ida",149,38968,14,62982,15,358,2,-47,10,898
"815","Iowa","Iowa",248,31802,30,115752,69,1485,8,2623,23,1521
"816","Iowa","Jackson",485,85562,32,62925,72,122240,12,-47,27,745
"817","Iowa","Jasper",293,27348,58,168666,98,3925,14,1465,67,4501
"818","Iowa","Jefferson",181,14189,46,61147,61,10595,6,248,26,1405
"819","Iowa","Johnson",311,20708,84,162301,131,167451,18,65943,62,3758
"820","Iowa","Jones",360,48192,70,74885,46,991,5,141,31,660
"821","Iowa","Keokuk",269,22215,59,172011,36,736,NA,NA,22,1816
"822","Iowa","Kossuth",145,21456,130,542697,36,3689,9,760,24,1740
"823","Iowa","Lee",189,14635,31,66612,49,1132,2,-47,23,2010
"824","Iowa","Linn",350,20467,46,163492,104,2777,20,1634,55,3418
"825","Iowa","Louisa",71,4262,43,330842,23,376,2,-47,10,916
"826","Iowa","Lucas",223,25697,15,40247,50,1218,3,36,14,343
"827","Iowa","Lyon",357,176388,227,966636,75,-47,12,1485,31,4830
"828","Iowa","Madison",357,31279,30,55247,154,-47,21,897,37,1575
"829","Iowa","Mahaska",233,24494,67,335731,36,-47,2,-47,16,1460
"830","Iowa","Marion",260,20237,19,23549,78,2631,7,1153,38,2527
"831","Iowa","Marshall",159,26404,36,146882,42,1132,7,1524,28,1956
"832","Iowa","Mills",75,3049,6,119,36,1299,8,720,11,325
"833","Iowa","Mitchell",227,58128,70,239896,60,139479,13,74946,26,2183
"834","Iowa","Monona",132,15646,11,10507,20,399,2,-47,8,150
"835","Iowa","Monroe",237,23990,6,-47,32,637,NA,NA,15,554
"836","Iowa","Montgomery",123,17433,13,26385,22,100788,4,168,12,299
"837","Iowa","Muscatine",188,17491,35,72124,42,988,18,13102,27,517
"838","Iowa","O'Brien",158,59079,166,472110,37,-47,3,470,29,2969
"839","Iowa","Osceola",115,69635,103,476361,23,-47,1,-47,18,2561
"840","Iowa","Page",197,22984,5,10685,22,251,NA,NA,19,2283
"841","Iowa","Palo Alto",102,24105,71,791666,16,-47,10,670,1,-47
"842","Iowa","Plymouth",343,106095,183,919557,53,1035,11,510,35,5372
"843","Iowa","Pocahontas",98,25821,34,295020,17,-47,NA,NA,4,68
"844","Iowa","Polk",126,6089,12,-47,112,3049,8,853,50,2011
"845","Iowa","Pottawattamie",275,48084,49,92276,91,2458,20,848503,36,1656
"846","Iowa","Poweshiek",229,24584,39,87202,49,-47,2,-47,37,1563
"847","Iowa","Ringgold",274,42718,21,94973,45,1076,5,280,20,1044
"848","Iowa","Sac",169,48084,61,345111,26,469,3,-47,23,1229
"849","Iowa","Scott",155,13842,15,273337,59,1558,9,1063,18,1074
"850","Iowa","Shelby",229,41088,39,200835,33,1288,6,595,6,171
"851","Iowa","Sioux",476,381688,368,1460697,106,-47,12,1802014,51,9906
"852","Iowa","Story",179,17170,44,104732,106,8958,17,3307,52,1854
"853","Iowa","Tama",291,31502,47,150494,37,1011,6,370,28,1160
"854","Iowa","Taylor",232,27268,13,54827,29,-47,2,-47,7,220
"855","Iowa","Union",246,28446,21,93053,66,336558,7,-47,12,474
"856","Iowa","Van Buren",214,19164,21,116157,59,1981,2,-47,50,1847
"857","Iowa","Wapello",200,13981,23,65563,47,972,NA,NA,8,1686
"858","Iowa","Warren",311,21710,32,5628,194,4759,31,3170,43,1125
"859","Iowa","Washington",246,15531,176,1486642,88,171344,6,-47,63,6753
"860","Iowa","Wayne",251,27097,11,-47,43,995,10,348,24,536
"861","Iowa","Webster",108,10380,40,163062,57,-47,5,770,15,882
"862","Iowa","Winnebago",53,4277,25,194609,23,-47,2,-47,5,98
"863","Iowa","Winneshiek",482,80406,51,153725,75,-47,12,-47,46,2186
"864","Iowa","Woodbury",269,70835,23,39665,65,1297,1,-47,28,774
"865","Iowa","Worth",90,3543,31,40699,46,1704,8,4246,22,534
"866","Iowa","Wright",84,4867,25,429483,44,5087043,2,-47,21,786
"867","Kansas","Kansas",22467,6126402,907,1907011,4371,2025646,252,33822,1281,94511
"868","Kansas","Allen",267,27330,4,69,27,317,NA,NA,2,-47
"869","Kansas","Anderson",320,26898,14,74,38,1019,9,4574,15,1248
"870","Kansas","Atchison",205,18789,15,1897,58,1474,NA,NA,14,84
"871","Kansas","Barber",236,58448,NA,NA,13,189,NA,NA,4,116
"872","Kansas","Barton",244,103062,11,10627,9,145,2,-47,8,18
"873","Kansas","Bourbon",409,59357,24,1789,48,1207,1,-47,15,288
"874","Kansas","Brown",143,22791,11,10427,34,546,6,900,19,1412
"875","Kansas","Butler",666,135567,28,18568,229,3875,5,46,21,2080
"876","Kansas","Chase",144,65729,NA,NA,4,72,NA,NA,NA,NA
"877","Kansas","Chautauqua",220,33647,7,1020,37,656,1,-47,2,-47
"878","Kansas","Cherokee",374,24075,17,62,66,1195,NA,NA,7,139
"879","Kansas","Cheyenne",108,39080,6,246,15,914,NA,NA,3,84
"880","Kansas","Clark",112,68503,2,-47,5,95,NA,NA,1,-47
"881","Kansas","Clay",220,32710,10,55106,33,860,1,-47,7,333
"882","Kansas","Cloud",170,20314,2,-47,16,588,NA,NA,2,-47
"883","Kansas","Coffey",237,26008,4,16,59,792,NA,NA,22,347
"884","Kansas","Comanche",107,40484,1,-47,3,72,NA,NA,NA,NA
"885","Kansas","Cowley",409,52769,19,240,76,21194,7,334,16,1822
"886","Kansas","Crawford",438,47372,17,123,91,2086,3,300,9,231
"887","Kansas","Decatur",134,69146,NA,NA,10,165,NA,NA,4,29
"888","Kansas","Dickinson",297,51739,8,165,53,1199,8,458,17,2357
"889","Kansas","Doniphan",97,5517,7,182,19,387,NA,NA,18,797
"890","Kansas","Douglas",293,17881,12,50,172,4045,9,1276,24,493
"891","Kansas","Edwards",66,61957,2,-47,3,43,3,300,NA,NA
"892","Kansas","Elk",150,42093,1,-47,18,386,NA,NA,9,465
"893","Kansas","Ellis",269,30180,13,1026,38,761,2,-47,6,139
"894","Kansas","Ellsworth",157,25878,NA,NA,19,327,NA,NA,1,-47
"895","Kansas","Finney",93,273767,24,456,21,588,NA,NA,16,1225
"896","Kansas","Ford",181,177981,2,-47,23,268,NA,NA,4,24
"897","Kansas","Franklin",435,46674,19,11480,127,2511,4,461,17,381
"898","Kansas","Geary",79,13409,6,13621,25,1030,2,-47,NA,NA
"899","Kansas","Gove",156,80312,1,-47,11,236,NA,NA,5,-47
"900","Kansas","Graham",90,17724,4,95,17,661,NA,NA,1,-47
"901","Kansas","Grant",51,241105,2,-47,4,149,NA,NA,3,-47
"902","Kansas","Gray",123,288654,1,-47,11,-47,2,-47,4,103
"903","Kansas","Greeley",39,34843,1,-47,NA,NA,NA,NA,8,360
"904","Kansas","Greenwood",295,99913,2,-47,41,660,NA,NA,11,1231
"905","Kansas","Hamilton",66,149477,2,-47,4,190,NA,NA,1,-47
"906","Kansas","Harper",165,51026,5,19,21,417,2,-47,17,821
"907","Kansas","Harvey",232,37693,12,16480,62,12058,7,910,28,2086
"908","Kansas","Haskell",31,413827,4,32,6,30,NA,NA,3,-47
"909","Kansas","Hodgeman",117,70268,NA,NA,8,240,NA,NA,NA,NA
"910","Kansas","Jackson",426,49810,24,2645,67,1398,6,1250,25,1098
"911","Kansas","Jefferson",390,27709,16,121,116,2422,13,1178,35,744
"912","Kansas","Jewell",188,30866,12,1056,16,831,2,-47,10,171
"913","Kansas","Johnson",151,5526,16,173,107,2272,12,3078,20,-47
"914","Kansas","Kearny",68,72392,1,-47,20,601,5,307,3,1113
"915","Kansas","Kingman",297,33822,6,100,42,685,2,-47,7,150
"916","Kansas","Kiowa",100,23806,5,20,13,250,5,125,13,1256
"917","Kansas","Labette",582,76391,21,571,92,2187,6,122,67,4030
"918","Kansas","Lane",51,88095,10,1435,3,48,NA,NA,1,-47
"919","Kansas","Leavenworth",441,16912,40,1088,186,3869,14,1156,61,2531
"920","Kansas","Lincoln",126,36512,NA,NA,17,326,NA,NA,4,-47
"921","Kansas","Linn",342,25715,17,86,68,1315,5,-47,15,1858
"922","Kansas","Logan",108,29324,1,-47,21,372,2,-47,3,293
"923","Kansas","Lyon",326,64027,7,33,68,1363,8,239,35,2507
"924","Kansas","McPherson",320,52445,31,36626,77,131180,2,-47,39,2768
"925","Kansas","Marion",349,60033,27,33285,54,-47,6,309,31,1571
"926","Kansas","Marshall",317,41689,14,7728,28,517,NA,NA,15,503
"927","Kansas","Meade",141,68990,2,-47,24,382,1,-47,13,1848
"928","Kansas","Miami",583,34069,23,661,227,4660,9,366,31,938
"929","Kansas","Mitchell",160,38105,8,-47,22,527,2,-47,7,643
"930","Kansas","Montgomery",562,32521,18,-47,87,1571,1,-47,15,631
"931","Kansas","Morris",190,60981,NA,NA,37,669,NA,NA,16,934
"932","Kansas","Morton",78,12609,5,-47,16,259,NA,NA,3,3
"933","Kansas","Nemaha",392,88229,28,323333,46,770,NA,NA,3,185
"934","Kansas","Neosho",388,42704,19,650,59,1571,NA,NA,22,365
"935","Kansas","Ness",164,22950,1,-47,6,96,NA,NA,9,846
"936","Kansas","Norton",158,41350,3,-47,19,598,5,15,10,357
"937","Kansas","Osage",384,29631,10,56,105,2190,11,213,14,945
"938","Kansas","Osborne",120,25371,2,-47,8,182,1,-47,7,95
"939","Kansas","Ottawa",183,36502,3,132,34,628,2,-47,9,452
"940","Kansas","Pawnee",88,70093,2,-47,8,167,NA,NA,9,227
"941","Kansas","Phillips",180,39639,6,28700,33,2808,NA,NA,19,748
"942","Kansas","Pottawatomie",354,66020,21,5357,84,-47,9,103,25,4631
"943","Kansas","Pratt",119,53279,4,7293,20,301,6,345,7,582
"944","Kansas","Rawlins",146,21396,NA,NA,9,144,NA,NA,2,-47
"945","Kansas","Reno",520,79572,35,5064,147,4058,10,-47,62,3849
"946","Kansas","Republic",204,47182,NA,NA,9,251,1,-47,10,1609
"947","Kansas","Rice",160,62271,7,-47,29,-47,1,-47,12,411
"948","Kansas","Riley",166,23641,2,-47,55,1310,2,-47,12,865
"949","Kansas","Rooks",198,40100,3,25,9,114,NA,NA,NA,NA
"950","Kansas","Rush",149,22040,3,-47,14,358,NA,NA,1,-47
"951","Kansas","Russell",164,27266,5,260,19,246,NA,NA,3,66
"952","Kansas","Saline",181,18085,5,36,38,912,1,-47,15,1946
"953","Kansas","Scott",66,310251,8,-47,10,208,NA,NA,2,-47
"954","Kansas","Sedgwick",411,33497,17,259,124,2518,4,50,60,1717
"955","Kansas","Seward",59,96950,NA,NA,19,428,NA,NA,NA,NA
"956","Kansas","Shawnee",241,10377,19,264,98,3511,3,-47,26,354
"957","Kansas","Sheridan",123,87557,NA,NA,12,347,1,-47,NA,NA
"958","Kansas","Sherman",95,22498,4,31,18,532,NA,NA,9,96
"959","Kansas","Smith",180,42326,7,-47,23,1101,1,-47,9,3032
"960","Kansas","Stafford",124,41320,1,-47,14,127,1,-47,9,1109
"961","Kansas","Stanton",22,20786,1,-47,NA,NA,NA,NA,NA,NA
"962","Kansas","Stevens",90,46442,5,-47,19,476,NA,NA,6,54
"963","Kansas","Sumner",297,19293,14,52,98,2172,1,-47,22,1622
"964","Kansas","Thomas",133,51580,14,284,38,906,2,-47,5,80
"965","Kansas","Trego",113,18686,NA,NA,7,118,2,-47,6,363
"966","Kansas","Wabaunsee",295,38464,5,-47,55,978,5,475,3,212
"967","Kansas","Wallace",83,20614,7,-47,6,147,2,-47,7,332
"968","Kansas","Washington",351,76079,12,107440,24,279,NA,NA,16,2675
"969","Kansas","Wichita",40,96894,1,-47,4,140,3,240,NA,NA
"970","Kansas","Wilson",201,23679,3,195,25,530,2,-47,NA,NA
"971","Kansas","Woodson",135,24908,4,36,18,489,1,-47,10,251
"972","Kansas","Wyandotte",49,534,2,-47,26,898,NA,NA,7,74
"973","Kentucky","Kentucky",31060,1876383,1564,454797,8586,5542366,796,262581637,2744,72199
"974","Kentucky","Adair",591,40826,21,584,152,74150,21,5013436,40,1567
"975","Kentucky","Allen",545,41027,50,3481,153,53482,9,1472,70,1514
"976","Kentucky","Anderson",285,11143,34,113,158,4086,7,565,29,450
"977","Kentucky","Ballard",71,3710,5,75,34,-47,7,6309000,15,716
"978","Kentucky","Barren",1013,80293,20,108,140,2881,32,8367761,57,1314
"979","Kentucky","Bath",345,26239,14,128,67,1120,NA,NA,23,445
"980","Kentucky","Bell",29,701,2,-47,14,200,NA,NA,10,84
"981","Kentucky","Boone",212,8553,15,74,108,2404,6,763,14,526
"982","Kentucky","Bourbon",377,43023,12,83,114,4266,4,-47,32,1194
"983","Kentucky","Boyd",64,1640,8,23,45,848,2,-47,13,115
"984","Kentucky","Boyle",236,29459,5,9,56,929,NA,NA,26,899
"985","Kentucky","Bracken",295,12429,11,356,62,1093,7,137,10,503
"986","Kentucky","Breathitt",49,1026,4,42,26,506,3,-47,NA,NA
"987","Kentucky","Breckinridge",587,29946,27,1125,125,2736,10,7945100,65,2582
"988","Kentucky","Bullitt",143,3436,20,107,106,2234,9,218,15,132
"989","Kentucky","Butler",262,15919,13,52,79,42386,5,2365000,27,550
"990","Kentucky","Caldwell",189,9865,12,79,38,776,2,-47,19,356
"991","Kentucky","Calloway",169,7560,13,-47,48,899,10,7335100,18,960
"992","Kentucky","Campbell",224,4811,13,32,93,2441,3,78,20,434
"993","Kentucky","Carlisle",39,1699,3,-47,22,-47,12,7480400,8,128
"994","Kentucky","Carroll",114,4459,1,-47,20,514,NA,NA,5,105
"995","Kentucky","Carter",306,7101,26,161,106,2949,5,225,21,255
"996","Kentucky","Casey",605,39365,26,346,112,53823,8,1385,38,1132
"997","Kentucky","Christian",362,21466,24,314,120,124469,25,2630426,58,613
"998","Kentucky","Clark",404,37837,7,114,92,2341,NA,NA,29,697
"999","Kentucky","Clay",70,1911,1,-47,28,1123,NA,NA,10,172
"1000","Kentucky","Clinton",245,18353,2,-47,26,-47,16,6082616,7,119
"1001","Kentucky","Crittenden",172,9923,5,43,57,1786,3,-47,22,620
"1002","Kentucky","Cumberland",177,8628,8,46,65,1494,6,-47,20,354
"1003","Kentucky","Daviess",277,13254,22,-47,82,1554,13,10779004,63,1175
"1004","Kentucky","Edmonson",246,16832,12,54,91,137265,2,-47,20,441
"1005","Kentucky","Elliott",160,3929,8,36,57,1179,2,-47,15,193
"1006","Kentucky","Estill",140,4794,13,70,41,1744,NA,NA,12,282
"1007","Kentucky","Fayette",148,12340,10,-47,78,2042,2,-47,14,513
"1008","Kentucky","Fleming",507,39548,25,137,76,1682,2,-47,31,1977
"1009","Kentucky","Floyd",25,288,NA,NA,10,344,NA,NA,1,-47
"1010","Kentucky","Franklin",211,11513,16,102,86,1585,8,1221,16,512
"1011","Kentucky","Fulton",16,483,4,-47,10,241772,2,-47,1,-47
"1012","Kentucky","Gallatin",81,4389,6,-47,37,828,2,-47,1,-47
"1013","Kentucky","Garrard",384,33920,6,52,57,1068,6,420,31,872
"1014","Kentucky","Grant",328,11955,18,128,106,2579,5,-47,25,532
"1015","Kentucky","Graves",272,15109,12,29824,81,-47,77,54075180,16,215
"1016","Kentucky","Grayson",684,43200,21,173,169,97882,10,2424683,38,944
"1017","Kentucky","Green",434,25891,19,107,90,1369,13,1732201,38,650
"1018","Kentucky","Greenup",255,5858,16,82,72,1084,2,-47,21,289
"1019","Kentucky","Hancock",114,5568,10,51,59,1370,2,-47,30,521
"1020","Kentucky","Hardin",619,26532,46,24176,186,4402,14,-47,41,827
"1021","Kentucky","Harlan",9,117,NA,NA,12,128,NA,NA,4,22
"1022","Kentucky","Harrison",530,29986,34,279,141,3186,8,15220,20,750
"1023","Kentucky","Hart",553,28383,19,67,212,10740,10,-47,115,3411
"1024","Kentucky","Henderson",98,5309,3,5,25,415,1,-47,9,193
"1025","Kentucky","Henry",341,22766,20,395,82,2903,6,-47,34,618
"1026","Kentucky","Hickman",31,991,5,23800,3,-47,35,21768115,4,136
"1027","Kentucky","Hopkins",213,9414,14,-47,88,-47,13,14707040,23,614
"1028","Kentucky","Jackson",217,9685,9,62,62,2804,4,60,29,567
"1029","Kentucky","Jefferson",56,1331,7,24,52,3787,NA,NA,15,198
"1030","Kentucky","Jessamine",255,13587,11,29,85,3435,1,-47,4,94
"1031","Kentucky","Johnson",67,1240,11,27,62,1016,5,500,6,28
"1032","Kentucky","Kenton",185,4325,13,65,63,1488,3,-47,14,232
"1033","Kentucky","Knott",16,859,NA,NA,10,192,NA,NA,6,12
"1034","Kentucky","Knox",138,3356,7,18,54,2620,4,61,16,204
"1035","Kentucky","Larue",308,13517,22,158,110,3505,6,126,35,1203
"1036","Kentucky","Laurel",469,18470,24,673,149,3071,4,85,23,449
"1037","Kentucky","Lawrence",144,3036,14,31,57,856,NA,NA,8,24
"1038","Kentucky","Lee",42,950,5,24,32,734,NA,NA,NA,NA
"1039","Kentucky","Leslie",10,82,2,-47,13,502,NA,NA,NA,NA
"1040","Kentucky","Letcher",22,149,7,29,30,2466,2,-47,10,82
"1041","Kentucky","Lewis",256,9373,15,287,56,1686,1,-47,13,455
"1042","Kentucky","Lincoln",626,45445,24,181,114,10013,7,1505,41,1232
"1043","Kentucky","Livingston",132,13864,9,641,43,1245,2,-47,14,266
"1044","Kentucky","Logan",324,31027,14,-47,96,286139,9,432,29,482
"1045","Kentucky","Lyon",75,3580,NA,NA,24,376,1,-47,7,71
"1046","Kentucky","McCracken",66,1919,5,84,36,-47,2,-47,13,161
"1047","Kentucky","McCreary",94,2467,12,18,27,463,2,-47,6,30
"1048","Kentucky","McLean",67,3837,19,732,23,128915,45,26444868,9,158
"1049","Kentucky","Madison",634,55758,18,173,199,4072,4,-47,60,633
"1050","Kentucky","Magoffin",122,1972,2,-47,38,581,2,-47,8,79
"1051","Kentucky","Marion",525,43324,8,-47,52,864,4,48,20,706
"1052","Kentucky","Marshall",251,14523,5,-47,75,1708,16,4329883,21,526
"1053","Kentucky","Martin",11,233,1,-47,11,335,NA,NA,NA,NA
"1054","Kentucky","Mason",307,25207,11,190,39,663,2,-47,15,267
"1055","Kentucky","Meade",319,12982,44,248,91,22978,4,1479500,31,1087
"1056","Kentucky","Menifee",91,3053,4,11,23,376,2,-47,2,-47
"1057","Kentucky","Mercer",464,37607,26,86,134,2614,2,-47,95,2723
"1058","Kentucky","Metcalfe",481,30530,18,106,79,-47,3,-47,25,765
"1059","Kentucky","Monroe",486,50615,2,-47,34,864,14,8100000,14,634
"1060","Kentucky","Montgomery",296,19175,5,23,61,1179,3,72,12,1225
"1061","Kentucky","Morgan",217,6436,12,40,61,908,2,-47,12,183
"1062","Kentucky","Muhlenberg",222,12461,7,50011,37,-47,11,7620400,25,635
"1063","Kentucky","Nelson",562,34082,37,441,201,4273,12,568,37,1003
"1064","Kentucky","Nicholas",240,17063,14,47,57,33839,3,11,16,393
"1065","Kentucky","Ohio",322,12230,15,53,62,1389,32,15436628,33,1052
"1066","Kentucky","Oldham",93,3953,7,181,81,2959,4,6025,27,666
"1067","Kentucky","Owen",286,21438,11,34,103,-47,1,-47,23,1495
"1068","Kentucky","Owsley",19,1353,4,29,7,256,NA,NA,3,33
"1069","Kentucky","Pendleton",374,9285,28,91,127,3069,NA,NA,29,500
"1070","Kentucky","Perry",8,138,4,4,13,404,NA,NA,8,94
"1071","Kentucky","Pike",26,2764,4,22,16,285,NA,NA,3,72
"1072","Kentucky","Powell",66,2434,5,22,25,573,NA,NA,4,36
"1073","Kentucky","Pulaski",946,63502,30,280,182,56152,7,775,96,2711
"1074","Kentucky","Robertson",88,3540,4,31,16,426,NA,NA,3,50
"1075","Kentucky","Rockcastle",370,15551,10,21,68,2483,5,310,29,564
"1076","Kentucky","Rowan",99,3042,15,326,42,780,3,640,14,150
"1077","Kentucky","Russell",334,30427,11,44,52,1340,7,756,32,978
"1078","Kentucky","Scott",288,24723,15,105,88,2141,3,-47,37,1043
"1079","Kentucky","Shelby",505,25269,16,159,187,5131,9,12690,85,1868
"1080","Kentucky","Simpson",165,9122,2,-47,52,819,3,-47,11,300
"1081","Kentucky","Spencer",230,8311,13,95,68,1936,6,183,17,343
"1082","Kentucky","Taylor",326,17631,14,62,75,2039,12,2957624,24,859
"1083","Kentucky","Todd",217,19568,23,24564,69,2266614,6,2075000,25,632
"1084","Kentucky","Trigg",172,15654,22,724,67,7157,3,-47,22,676
"1085","Kentucky","Trimble",187,6166,8,24,45,1067,3,16,4,51
"1086","Kentucky","Union",78,5995,8,354,13,248,3,38,2,-47
"1087","Kentucky","Warren",641,41066,29,24324,166,220777,7,-47,36,2567
"1088","Kentucky","Washington",497,39818,6,73,98,1659,8,264,31,1242
"1089","Kentucky","Wayne",396,20007,10,101,53,90432,14,4608500,33,1176
"1090","Kentucky","Webster",104,6639,8,99,27,555,21,23180000,10,180
"1091","Kentucky","Whitley",256,7975,29,209,97,2186,5,146,42,958
"1092","Kentucky","Wolfe",100,2527,5,21,37,807,5,10,2,-47
"1093","Kentucky","Woodford",214,14418,3,24,43,1531,NA,NA,24,635
"1094","Louisiana","Louisiana",11150,730491,673,5124,3187,3336175,310,135838909,794,14200
"1095","Louisiana","Acadia",274,10726,8,56,59,1878,NA,NA,41,546
"1096","Louisiana","Allen",207,7747,14,228,46,1517,NA,NA,14,226
"1097","Louisiana","Ascension",97,6029,12,100,46,1457,NA,NA,4,66
"1098","Louisiana","Assumption",17,391,5,10,8,130,NA,NA,2,-47
"1099","Louisiana","Avoyelles",352,27646,7,360,79,1755,6,180,29,505
"1100","Louisiana","Beauregard",460,28414,40,224,144,3535,1,-47,35,742
"1101","Louisiana","Bienville",83,2452,NA,NA,26,-47,5,3910000,2,-47
"1102","Louisiana","Bossier",216,18540,25,222,84,1447,NA,NA,16,203
"1103","Louisiana","Caddo",290,30477,19,108,95,2265,1,-47,16,124
"1104","Louisiana","Calcasieu",488,38788,24,211,120,5358,5,63,63,919
"1105","Louisiana","Caldwell",93,4808,8,106,34,891,1,-47,4,28
