"State","County","dairyCount","hogCount","broilerCount","layerCount","beefCount","weighted_dairy","weighted_hog","weighted_broiler","weighted_layer","weighted_beef","totalCount","Area..mi.2.","Area_km2","density_per_km2"
"iowa","franklin",0,563275,0,844929,2586,0,61960.25,0,3379.716,2275.68,67615.646,582,1507.37418,44.856577017924
"iowa","fremont",0,0,0,0,2559,0,0,0,0,2251.92,2251.92,511,1323.48489,1.70150790312385
"iowa","greene",0,240552,0,0,12827,0,26460.72,0,0,11287.76,37748.48,568,1471.11432,25.6597869294074
"iowa","grundy",0,215748,201614,0,2511,0,23732.28,443.5508,0,2209.68,26385.5108,503,1302.76497,20.2534696646011
"iowa","guthrie",0,131678,0,844929,2688,0,14484.58,0,3379.716,2365.44,20229.736,591,1530.68409,13.2161405035575
"iowa","hamilton",0,676560,0,0,0,0,74421.6,0,0,0,74421.6,577,1494.42423,49.7995137565456
"iowa","hancock",0,358592,0,2534786,2571,0,39445.12,0,10139.144,2262.48,51846.744,571,1478.88429,35.0580125507994
"iowa","hardin",0,856750,0,844929,1700,0,94242.5,0,3379.716,1496,99118.216,569,1473.70431,67.257872103258
"iowa","harrison",0,22690,1008072,0,2471,0,2495.9,2217.7584,0,2174.48,6888.1384,697,1805.22303,3.81567168462281
"iowa","henry",0,71684,0,0,3000,0,7885.24,0,0,2640,10525.24,434,1124.05566,9.36362884378875
"iowa","howard",0,531434,0,0,8545,0,58457.74,0,0,7519.6,65977.34,473,1225.06527,53.8561835158383
"iowa","humboldt",0,112238,0,1689857,2599,0,12346.18,0,6759.428,2287.12,21392.728,434,1124.05566,19.0317337132576
"iowa","ida",15557,52494,0,0,14404,21001.95,5774.34,0,0,12675.52,39451.81,432,1118.87568,35.2602265874614
"iowa","iowa",0,114244,0,0,4603,0,12566.84,0,0,4050.64,16617.48,586,1517.73414,10.9488740893711
"iowa","jackson",0,60731,201614,0,24526,0,6680.41,443.5508,0,21582.88,28706.8408,636,1647.23364,17.4273036337456
"iowa","jasper",0,166157,0,0,3200,0,18277.27,0,0,2816,21093.27,730,1890.6927,11.1563714187927
"iowa","jefferson",0,56525,0,0,3060,0,6217.75,0,0,2692.8,8910.55,435,1126.64565,7.90891972112083
"iowa","johnson",0,155814,0,0,699,0,17139.54,0,0,615.12,17754.66,614,1590.25386,11.1646702747195
"iowa","jones",0,64230,0,0,11968,0,7065.3,0,0,10531.84,17597.14,575,1489.24425,11.8161544018048
"iowa","keokuk",0,166012,0,0,0,0,18261.32,0,0,0,18261.32,579,1499.60421,12.1774264690815
"iowa","kossuth",0,537666,0,0,7237,0,59143.26,0,0,6368.56,65511.82,973,2520.06027,25.9961322274249
"iowa","lee",0,61796,0,0,0,0,6797.56,0,0,0,6797.56,517,1339.02483,5.0765003364426
"iowa","linn",0,155370,0,0,3746,0,17090.7,0,0,3296.48,20387.18,718,1859.61282,10.9631315619775
"iowa","louisa",0,328940,0,0,0,0,36183.4,0,0,0,36183.4,402,1041.17598,34.7524344539719
"iowa","lucas",0,39834,0,0,0,0,4381.74,0,0,0,4381.74,431,1116.28569,3.92528547060386
"iowa","lyon",22670,959384,0,844929,72996,30604.5,105532.24,0,3379.716,64236.48,203752.936,588,1522.91412,133.791481295084
"iowa","madison",0,54774,0,844929,0,0,6025.14,0,3379.716,0,9404.856,561,1452.98439,6.47278529950346
"iowa","mahaska",0,331363,0,844929,7255,0,36449.93,0,3379.716,6384.4,46214.046,571,1478.88429,31.2492642679976
"iowa","marion",0,23000,0,0,0,0,2530,0,0,0,2530,554,1434.85446,1.76324503322797
"iowa","marshall",0,144886,0,0,2801,0,15937.46,0,0,2464.88,18402.34,572,1481.47428,12.4216398815915
"iowa","mills",0,0,0,0,0,0,0,0,0,0,0,437,1131.82563,0
"iowa","mitchell",0,230172,0,0,24427,0,25318.92,0,0,21495.76,46814.68,469,1214.70531,38.539948425845
"iowa","monona",0,32192,0,0,0,0,3541.12,0,0,0,3541.12,693,1794.86307,1.97291930464645
"iowa","monroe",0,26220,0,0,2494,0,2884.2,0,0,2194.72,5078.92,433,1121.46567,4.5288234280056
"iowa","montgomery",0,26039,0,0,4550,0,2864.29,0,0,4004,6868.29,424,1098.15576,6.25438598983445
"iowa","muscatine",0,67985,0,0,5983,0,7478.35,0,0,5265.04,12743.39,439,1137.00561,11.2078514722544
"iowa","obrien",0,466363,0,844929,17745,0,51299.93,0,3379.716,15615.6,70295.246,573,1484.06427,47.3667127637269
"iowa","osceola",10340,469791,0,844929,28129,13959,51677.01,0,3379.716,24753.52,93769.246,399,1033.40601,90.7380498009684
"iowa","page",0,25611,0,0,3529,0,2817.21,0,0,3105.52,5922.73,535,1385.64465,4.27434984864265
"iowa","paloalto",0,790658,0,844929,11870,0,86972.38,0,3379.716,10445.6,100797.696,564,1460.75436,69.0038645511898
"iowa","plymouth",15664,908929,0,0,37409,21146.4,99982.19,0,0,32919.92,154048.51,864,2237.75136,68.8407625411967
"iowa","pocahontas",11713,291015,0,0,6700,15812.55,32011.65,0,0,5896,53720.2,578,1497.01422,35.8848962703908
"iowa","polk",0,0,0,0,0,0,0,0,0,0,0,570,1476.2943,0
"iowa","pottawattamie",0,88202,0,0,20846,0,9702.22,0,0,18344.48,28046.7,954,2470.85046,11.3510309320783
"iowa","poweshiek",0,83014,0,844929,0,0,9131.54,0,3379.716,0,12511.256,585,1515.14415,8.25746909955729
"iowa","ringgold",0,93658,0,0,3834,0,10302.38,0,0,3373.92,13676.3,538,1393.41462,9.81495371420748
"iowa","sac",0,337676,0,0,28994,0,37144.36,0,0,25514.72,62659.08,576,1491.83424,42.0013687311534
"iowa","scott",0,273080,0,0,4509,0,30038.8,0,0,3967.92,34006.72,458,1186.21542,28.6682498192445
"iowa","shelby",0,196748,0,0,14879,0,21642.28,0,0,13093.52,34735.8,591,1530.68409,22.6929908182426
"iowa","sioux",25458,1428669,0,2534786,239924,34368.3,157153.59,0,10139.144,211133.12,412794.154,768,1989.11232,207.526819802715
"iowa","story",0,102793,0,0,6171,0,11307.23,0,0,5430.48,16737.71,573,1484.06427,11.2782918761328
"iowa","tama",0,147459,0,0,7105,0,16220.49,0,0,6252.4,22472.89,721,1867.38279,12.0344313551267
"iowa","taylor",0,54057,201614,844929,2588,0,5946.27,443.5508,3379.716,2277.44,12046.9768,534,1383.05466,8.71041264558554
"iowa","union",0,91539,0,0,2465,0,10069.29,0,0,2169.2,12238.49,424,1098.15576,11.1445848082607
"iowa","vanburen",0,115582,0,0,0,0,12714.02,0,0,0,12714.02,485,1256.14515,10.121457699375
"iowa","wapello",0,65200,0,0,0,0,7172,0,0,0,7172,432,1118.87568,6.41000615903994
"iowa","warren",0,0,0,0,0,0,0,0,0,0,0,572,1481.47428,0
"iowa","washington",0,1476521,0,0,0,0,162417.31,0,0,0,162417.31,569,1473.70431,110.210242921798
"iowa","wayne",0,38137,0,0,0,0,4195.07,0,0,0,4195.07,526,1362.33474,3.07932395528576
"iowa","webster",0,160138,0,844929,2110,0,17615.18,0,3379.716,1856.8,22851.696,715,1851.84285,12.3399758246225
"iowa","winnebago",0,193677,0,844929,2387,0,21304.47,0,3379.716,2100.56,26784.746,400,1035.996,25.8541017532886
"iowa","winneshiek",9009,150108,201614,0,9469,12162.15,16511.88,443.5508,0,8332.72,37450.3008,690,1787.0931,20.9559875755773
"iowa","woodbury",3648,36313,0,0,23440,4924.8,3994.43,0,0,20627.2,29546.43,873,2261.06127,13.0675052427925
"iowa","worth",0,39392,0,0,0,0,4333.12,0,0,0,4333.12,400,1035.996,4.1825644114456
"iowa","wright",0,428948,0,3379714,2529,0,47184.28,0,13518.856,2225.52,62928.656,581,1504.78419,41.8190571234005
"kansas","allen",0,0,0,0,0,0,0,0,0,0,0,503,1302.76497,0
"kansas","anderson",0,0,0,0,0,0,0,0,0,0,0,583,1509.96417,0
"kansas","atchison",0,0,0,0,0,0,0,0,0,0,0,432,1118.87568,0
"kansas","barber",0,0,0,0,0,0,0,0,0,0,0,1134,2937.04866,0
"kansas","barton",0,10596,0,0,61919,0,1165.56,0,0,54488.72,55654.28,894,2315.45106,24.0360424633635
"kansas","bourbon",0,0,0,0,0,0,0,0,0,0,0,637,1649.82363,0
"kansas","brown",0,10398,0,0,1933,0,1143.78,0,0,1701.04,2844.82,571,1478.88429,1.92362581659448
"kansas","butler",0,16800,0,0,23233,0,1848,0,0,20445.04,22293.04,1428,3698.50572,6.02758024124402
"kansas","chase",0,0,0,0,9380,0,0,0,0,8254.4,8254.4,776,2009.83224,4.10700944870901
"kansas","chautauqua",0,0,0,0,0,0,0,0,0,0,0,642,1662.77358,0
"kansas","cherokee",0,0,0,0,0,0,0,0,0,0,0,587,1520.32413,0
"kansas","cheyenne",7008,0,0,0,81493,9460.8,0,0,0,71713.84,81174.64,1020,2641.7898,30.72713809403
"kansas","clark",0,0,0,0,77824,0,0,0,0,68485.12,68485.12,975,2525.24025,27.1202393514835
"kansas","clay",0,55090,0,0,2206,0,6059.9,0,0,1941.28,8001.18,644,1667.95356,4.79700406047276
"kansas","cloud",0,0,0,0,0,0,0,0,0,0,0,716,1854.43284,0
"kansas","coffey",0,0,0,0,0,0,0,0,0,0,0,630,1631.6937,0
"kansas","comanche",0,0,0,0,0,0,0,0,0,0,0,788,2040.91212,0
"kansas","cowley",0,0,0,0,0,0,0,0,0,0,0,1126,2916.32874,0
"kansas","crawford",0,0,0,0,0,0,0,0,0,0,0,593,1535.86407,0
"kansas","decatur",0,0,0,0,61924,0,0,0,0,54493.12,54493.12,894,2315.45106,23.5345591800157
"kansas","dickinson",0,0,0,0,5784,0,0,0,0,5089.92,5089.92,848,2196.31152,2.31748545397604
"kansas","doniphan",0,0,0,0,0,0,0,0,0,0,0,392,1015.27608,0
"kansas","douglas",0,0,0,0,1795,0,0,0,0,1579.6,1579.6,457,1183.62543,1.33454381763325
"kansas","edwards",0,0,0,0,78747,0,0,0,0,69297.36,69297.36,622,1610.97378,43.0158211513536
"kansas","elk",0,0,0,0,0,0,0,0,0,0,0,648,1678.31352,0
"kansas","ellis",0,0,0,0,2504,0,0,0,0,2203.52,2203.52,900,2330.991,0.945314675174636
"kansas","ellsworth",0,0,0,0,0,0,0,0,0,0,0,716,1854.43284,0
"kansas","finney",0,0,0,0,85204,0,0,0,0,74979.52,74979.52,1300,3366.987,22.2690256897339
"kansas","ford",0,0,0,0,74634,0,0,0,0,65677.92,65677.92,1099,2846.39901,23.0740383794611
"kansas","franklin",0,11300,0,0,5183,0,1243,0,0,4561.04,5804.04,574,1486.65426,3.90409536108281
"kansas","geary",0,49628,0,0,0,0,5459.08,0,0,0,5459.08,384,994.55616,5.48896102558955
"kansas","gove",0,0,0,0,0,0,0,0,0,0,0,1072,2776.46928,0
"kansas","graham",0,0,0,0,0,0,0,0,0,0,0,898,2325.81102,0
"kansas","grant",6268,41096,0,0,180042,8461.8,4520.56,0,0,158436.96,171419.32,575,1489.24425,115.104906397993
"kansas","gray",27450,60431,0,0,214905,37057.5,6647.41,0,0,189116.4,232821.31,869,2250.70131,103.443895005331
"kansas","greeley",12478,84117,0,0,0,16845.3,9252.87,0,0,0,26098.17,778,2015.01222,12.9518668626238
"kansas","greenwood",0,0,0,0,3300,0,0,0,0,2904,2904,1140,2952.5886,0.983543728374485
"kansas","hamilton",56338,0,0,0,0,76056.3,0,0,0,0,76056.3,996,2579.63004,29.4834138309228
"kansas","harper",0,0,0,0,0,0,0,0,0,0,0,802,2077.17198,0
"kansas","harvey",0,14900,0,0,52936,0,1639,0,0,46583.68,48222.68,539,1396.00461,34.5433529764633
"kansas","haskell",0,0,0,0,96474,0,0,0,0,84897.12,84897.12,577,1494.42423,56.8092502086907
"kansas","hodgeman",7665,0,0,0,40,10347.75,0,0,0,35.2,10382.95,860,2227.3914,4.66148428156812
"kansas","jackson",0,60391,0,0,0,0,6643.01,0,0,0,6643.01,657,1701.62343,3.90392485369104
"kansas","jefferson",5456,0,0,0,0,7365.6,0,0,0,0,7365.6,536,1388.23464,5.30573131354798
"kansas","jewell",0,0,0,0,0,0,0,0,0,0,0,909,2354.30091,0
"kansas","johnson",0,0,0,0,0,0,0,0,0,0,0,477,1235.42523,0
"kansas","kearny",7833,49843,0,0,0,10574.55,5482.73,0,0,0,16057.28,870,2253.2913,7.12614476432763
"kansas","kingman",0,0,0,0,0,0,0,0,0,0,0,864,2237.75136,0
"kansas","kiowa",0,0,0,0,0,0,0,0,0,0,0,722,1869.97278,0
"kansas","labette",0,0,0,0,0,0,0,0,0,0,0,649,1680.90351,0
"kansas","lane",0,0,0,0,85493,0,0,0,0,75233.84,75233.84,717,1857.02283,40.5131475954983
"kansas","leavenworth",0,0,0,0,0,0,0,0,0,0,0,463,1199.16537,0
"kansas","lincoln",0,0,0,0,4950,0,0,0,0,4356,4356,719,1862.20281,2.33916519543862
"kansas","linn",0,0,0,0,0,0,0,0,0,0,0,599,1551.40401,0
"kansas","logan",0,0,0,0,0,0,0,0,0,0,0,1073,2779.05927,0
"kansas","lyon",0,0,0,0,59900,0,0,0,0,52712,52712,851,2204.08149,23.9156311775024
"kansas","marion",0,32700,0,0,3954,0,3597,0,0,3479.52,7076.52,903,2338.76097,3.02575598394735
"kansas","marshall",0,6900,0,0,0,0,759,0,0,0,759,900,2330.991,0.325612582802765
"kansas","mcpherson",0,36307,0,0,14285,0,3993.77,0,0,12570.8,16564.57,943,2442.36057,6.78219678268062
"kansas","meade",0,0,0,0,0,0,0,0,0,0,0,978,2533.01022,0
"kansas","miami",0,0,0,0,0,0,0,0,0,0,0,577,1494.42423,0
"kansas","mitchell",0,58271,0,0,72223,0,6409.81,0,0,63556.24,69966.05,700,1812.993,38.5914617430955
"kansas","montgomery",0,41954,0,0,0,0,4614.94,0,0,0,4614.94,645,1670.54355,2.76253797753432
"kansas","morris",0,0,0,0,76028,0,0,0,0,66904.64,66904.64,697,1805.22303,37.0617031182014
"kansas","morton",0,41050,0,0,0,0,4515.5,0,0,0,4515.5,730,1890.6927,2.38827811626924
"kansas","nemaha",2335,323270,0,0,8757,3152.25,35559.7,0,0,7706.16,46418.11,719,1862.20281,24.9264525596973
"kansas","neosho",0,0,0,0,0,0,0,0,0,0,0,572,1481.47428,0
"kansas","ness",0,0,0,0,0,0,0,0,0,0,0,1075,2784.23925,0
"kansas","norton",0,46610,0,0,4132,0,5127.1,0,0,3636.16,8763.26,878,2274.01122,3.8536573271613
"kansas","osage",0,0,0,0,0,0,0,0,0,0,0,704,1823.35296,0
"kansas","osborne",0,0,0,0,0,0,0,0,0,0,0,893,2312.86107,0
"kansas","ottawa",0,0,0,0,0,0,0,0,0,0,0,721,1867.38279,0
"kansas","pawnee",0,0,0,0,0,0,0,0,0,0,0,754,1952.85246,0
"kansas","phillips",0,56688,0,0,0,0,6235.68,0,0,0,6235.68,886,2294.73114,2.71739023857932
"kansas","pottawatomie",0,67826,0,0,1900,0,7460.86,0,0,1672,9132.86,844,2185.95156,4.17797913143144
"kansas","pratt",0,49566,0,0,71452,0,5452.26,0,0,62877.76,68330.02,735,1903.64265,35.8943523355079
"kansas","rawlins",0,0,0,0,0,0,0,0,0,0,0,1070,2771.2893,0
"kansas","reno",0,41665,0,0,57909,0,4583.15,0,0,50959.92,55543.07,1254,3247.84746,17.1015020514541
"kansas","republic",0,0,0,0,71621,0,0,0,0,63026.48,63026.48,716,1854.43284,33.9869304730389
"kansas","rice",0,43153,0,614762,79906,0,4746.83,0,2459.048,70317.28,77523.158,727,1882.92273,41.1717149965044
"kansas","riley",0,45400,0,0,0,0,4994,0,0,0,4994,610,1579.8939,3.16097175892634
"kansas","rooks",0,0,0,0,0,0,0,0,0,0,0,888,2299.91112,0
"kansas","rush",0,48487,0,0,0,0,5333.57,0,0,0,5333.57,718,1859.61282,2.8681077817048
"kansas","russell",0,0,0,0,0,0,0,0,0,0,0,885,2292.14115,0
"kansas","saline",0,0,0,0,0,0,0,0,0,0,0,720,1864.7928,0
"kansas","scott",7733,56766,0,0,280485,10439.55,6244.26,0,0,246826.8,263510.61,718,1859.61282,141.701867811387
"kansas","sedgwick",0,0,0,0,0,0,0,0,0,0,0,1000,2589.99,0
"kansas","seward",6232,0,0,0,66664,8413.2,0,0,0,58664.32,67077.52,640,1657.5936,40.466806821648
"kansas","shawnee",0,0,0,0,0,0,0,0,0,0,0,550,1424.4945,0
"kansas","sheridan",0,0,0,0,78341,0,0,0,0,68940.08,68940.08,896,2320.63104,29.7074712919465
"kansas","sherman",0,0,0,0,0,0,0,0,0,0,0,1056,2735.02944,0
"kansas","smith",0,0,0,0,9997,0,0,0,0,8797.36,8797.36,896,2320.63104,3.79093438308918
"kansas","stafford",0,44054,0,0,71635,0,4845.94,0,0,63038.8,67884.74,792,2051.27208,33.0939716197961
"kansas","stanton",0,71076,0,0,0,0,7818.36,0,0,0,7818.36,680,1761.1932,4.43924039679463
"kansas","stevens",6597,45793,0,0,80475,8905.95,5037.23,0,0,70818,84761.18,728,1885.51272,44.9539157709846
"kansas","sumner",0,0,0,0,0,0,0,0,0,0,0,1182,3061.36818,0
"kansas","thomas",1,0,0,0,71830,1.35,0,0,0,63210.4,63211.75,1075,2784.23925,22.703418896203
"kansas","trego",0,0,0,0,0,0,0,0,0,0,0,888,2299.91112,0
"kansas","wabaunsee",0,49957,0,0,0,0,5495.27,0,0,0,5495.27,798,2066.81202,2.65881461246776
"kansas","wallace",0,49070,0,0,0,0,5397.7,0,0,0,5397.7,914,2367.25086,2.28015547114428
"kansas","washington",4847,105103,0,0,1012,6543.45,11561.33,0,0,890.56,18995.34,898,2325.81102,8.16718978311488
"kansas","wichita",0,49679,0,0,86501,0,5464.69,0,0,76120.88,81585.57,719,1862.20281,43.8113236441739
"kansas","wilson",0,0,0,0,0,0,0,0,0,0,0,574,1486.65426,0
"kansas","woodson",0,0,0,0,0,0,0,0,0,0,0,501,1297.58499,0
"kansas","wyandotte",0,0,0,0,0,0,0,0,0,0,0,151,391.08849,0
"kentucky","adair",1469,0,0,0,0,1983.15,0,0,0,0,1983.15,407,1054.12593,1.88132171267241
"kentucky","allen",0,0,0,0,0,0,0,0,0,0,0,3446,8925.10554,0
"kentucky","anderson",0,0,0,0,0,0,0,0,0,0,0,203,525.76797,0
"kentucky","ballard",0,0,1140189,0,0,0,0,2508.4158,0,0,2508.4158,251,650.08749,3.85858186565011
"kentucky","barren",1538,0,1140189,0,0,2076.3,0,2508.4158,0,0,4584.7158,491,1271.68509,3.60522886998699
"kentucky","bath",0,0,0,0,0,0,0,0,0,0,0,279,722.60721,0
"kentucky","bell",0,0,0,0,0,0,0,0,0,0,0,361,934.98639,0
"kentucky","boone",0,0,0,0,0,0,0,0,0,0,0,246,637.13754,0
"kentucky","bourbon",0,0,0,0,0,0,0,0,0,0,0,291,753.68709,0
"kentucky","boyd",0,0,0,0,0,0,0,0,0,0,0,160,414.3984,0
"kentucky","boyle",0,0,0,0,0,0,0,0,0,0,0,182,471.37818,0
"kentucky","bracken",0,0,0,0,0,0,0,0,0,0,0,203,525.76797,0
"kentucky","breathitt",0,0,0,0,0,0,0,0,0,0,0,495,1282.04505,0
"kentucky","breckinridge",0,0,1465957,0,0,0,0,3225.1054,0,0,3225.1054,572,1481.47428,2.17695672718665
"kentucky","bullitt",0,0,0,0,0,0,0,0,0,0,0,299,774.40701,0
"kentucky","butler",0,0,488652,0,0,0,0,1075.0344,0,0,1075.0344,428,1108.51572,0.969796260534763
"kentucky","caldwell",0,0,0,0,0,0,0,0,0,0,0,347,898.72653,0
"kentucky","calloway",0,0,1140189,0,0,0,0,2508.4158,0,0,2508.4158,386,999.73614,2.50907784528026
"kentucky","campbell",0,0,0,0,0,0,0,0,0,0,0,152,393.67848,0
"kentucky","carlisle",0,189297,1303073,0,0,0,20822.67,2866.7606,0,0,23689.4306,192,497.27808,47.6381959164579
"kentucky","carroll",0,0,0,0,0,0,0,0,0,0,0,130,336.6987,0
"kentucky","carter",0,0,0,0,0,0,0,0,0,0,0,411,1064.48589,0
"kentucky","casey",0,0,0,0,0,0,0,0,0,0,0,446,1155.13554,0
"kentucky","christian",0,0,651537,0,0,0,0,1433.3814,0,0,1433.3814,721,1867.38279,0.767588417155756
"kentucky","clark",0,0,0,0,0,0,0,0,0,0,0,254,657.85746,0
"kentucky","clay",0,0,0,0,0,0,0,0,0,0,0,471,1219.88529,0
"kentucky","clinton",0,0,488652,0,0,0,0,1075.0344,0,0,1075.0344,198,512.81802,2.09632727024686
"kentucky","crittenden",0,0,162884,0,0,0,0,358.3448,0,0,358.3448,362,937.57638,0.382203314464897
"kentucky","cumberland",0,0,0,0,0,0,0,0,0,0,0,306,792.53694,0
"kentucky","daviess",0,0,1140189,0,0,0,0,2508.4158,0,0,2508.4158,462,1196.57538,2.09632910882723
"kentucky","edmonson",0,0,0,0,0,0,0,0,0,0,0,303,784.76697,0
"kentucky","elliott",0,0,0,0,0,0,0,0,0,0,0,234,606.05766,0
"kentucky","estill",0,0,0,0,0,0,0,0,0,0,0,254,657.85746,0
"kentucky","fayette",0,0,0,0,0,0,0,0,0,0,0,284,735.55716,0
"kentucky","fleming",0,0,0,0,781,0,0,0,0,687.28,687.28,351,909.08649,0.756011674972752
"kentucky","floyd",0,0,0,0,0,0,0,0,0,0,0,394,1020.45606,0
"kentucky","franklin",0,0,0,0,0,0,0,0,0,0,0,210,543.8979,0
"kentucky","fulton",0,145144,325768,0,0,0,15965.84,716.6896,0,0,16682.5296,209,541.30791,30.8189281771257
"kentucky","gallatin",0,0,0,0,0,0,0,0,0,0,0,105,271.94895,0
"kentucky","garrard",0,0,0,0,0,0,0,0,0,0,0,231,598.28769,0
"kentucky","grant",0,0,0,0,0,0,0,0,0,0,0,260,673.3974,0
"kentucky","graves",0,29800,8469975,0,0,0,3278,18633.945,0,0,21911.945,556,1440.03444,15.2162645498951
"kentucky","grayson",0,0,162884,0,0,0,0,358.3448,0,0,358.3448,504,1305.35496,0.274519047294232
"kentucky","green",0,0,0,0,0,0,0,0,0,0,0,289,748.50711,0
"kentucky","greenup",0,0,0,0,0,0,0,0,0,0,0,346,896.13654,0
"kentucky","hancock",0,0,0,0,0,0,0,0,0,0,0,189,489.50811,0
"kentucky","hardin",0,23450,162884,0,0,0,2579.5,358.3448,0,0,2937.8448,628,1626.51372,1.80622196042712
"kentucky","harlan",0,0,0,0,0,0,0,0,0,0,0,467,1209.52533,0
"kentucky","harrison",0,0,0,0,0,0,0,0,0,0,0,310,802.8969,0
"kentucky","hart",0,0,0,0,0,0,0,0,0,0,0,416,1077.43584,0
"kentucky","henderson",0,0,162884,0,0,0,0,358.3448,0,0,358.3448,440,1139.5956,0.314449090537029
"kentucky","henry",0,0,0,0,0,0,0,0,0,0,0,289,748.50711,0
"kentucky","hickman",0,23800,4560756,0,0,0,2618,10033.6632,0,0,12651.6632,244,631.95756,20.0197987978813
"kentucky","hopkins",0,0,1791725,0,0,0,0,3941.795,0,0,3941.795,551,1427.08449,2.76213148388993
"kentucky","jackson",0,0,0,0,0,0,0,0,0,0,0,346,896.13654,0
"kentucky","jefferson",0,0,0,0,0,0,0,0,0,0,0,385,997.14615,0
"kentucky","jessamine",0,0,0,0,0,0,0,0,0,0,0,173,448.06827,0
"kentucky","johnson",0,0,0,0,0,0,0,0,0,0,0,262,678.57738,0
"kentucky","kenton",0,0,0,0,0,0,0,0,0,0,0,163,422.16837,0
"kentucky","knott",0,0,0,0,0,0,0,0,0,0,0,352,911.67648,0
"kentucky","knox",0,0,0,0,0,0,0,0,0,0,0,388,1004.91612,0
"kentucky","larue",0,0,0,0,0,0,0,0,0,0,0,263,681.16737,0
"kentucky","laurel",0,0,0,0,0,0,0,0,0,0,0,436,1129.23564,0
"kentucky","lawrence",0,0,0,0,0,0,0,0,0,0,0,419,1085.20581,0
"kentucky","lee",0,0,0,0,0,0,0,0,0,0,0,210,543.8979,0
"kentucky","leslie",0,0,0,0,0,0,0,0,0,0,0,404,1046.35596,0
"kentucky","letcher",0,0,0,0,0,0,0,0,0,0,0,339,878.00661,0
"kentucky","lewis",0,0,0,0,0,0,0,0,0,0,0,484,1253.55516,0
"kentucky","lincoln",0,0,0,0,0,0,0,0,0,0,0,337,872.82663,0
"kentucky","livingston",0,0,0,0,0,0,0,0,0,0,0,316,818.43684,0
"kentucky","logan",1429,0,0,0,0,1929.15,0,0,0,0,1929.15,556,1440.03444,1.33965545990692
"kentucky","lyon",0,0,0,0,0,0,0,0,0,0,0,216,559.43784,0
"kentucky","madison",0,0,0,0,0,0,0,0,0,0,0,441,1142.18559,0
"kentucky","magoffin",0,0,0,0,0,0,0,0,0,0,0,310,802.8969,0
"kentucky","marion",0,0,0,0,0,0,0,0,0,0,0,347,898.72653,0
"kentucky","marshall",0,0,814421,0,0,0,0,1791.7262,0,0,1791.7262,305,789.94695,2.2681601593626
"kentucky","martin",0,0,0,0,0,0,0,0,0,0,0,231,598.28769,0
"kentucky","mason",0,0,0,0,0,0,0,0,0,0,0,241,624.18759,0
"kentucky","mccracken",0,0,162884,0,0,0,0,358.3448,0,0,358.3448,251,650.08749,0.551225497355748
"kentucky","mccreary",0,0,0,0,0,0,0,0,0,0,0,428,1108.51572,0
"kentucky","mclean",0,0,4234987,0,0,0,0,9316.9714,0,0,9316.9714,254,657.85746,14.162598992189
"kentucky","meade",0,0,325768,0,0,0,0,716.6896,0,0,716.6896,308,797.71692,0.89842597296294
"kentucky","menifee",0,0,0,0,0,0,0,0,0,0,0,204,528.35796,0
"kentucky","mercer",0,0,0,0,0,0,0,0,0,0,0,251,650.08749,0
"kentucky","metcalfe",1435,0,0,0,0,1937.25,0,0,0,0,1937.25,291,753.68709,2.57036378319814
"kentucky","monroe",1659,0,488652,0,831,2239.65,0,1075.0344,0,731.28,4045.9644,331,857.28669,4.71949984432862
"kentucky","montgomery",0,0,0,0,0,0,0,0,0,0,0,199,515.40801,0
"kentucky","morgan",0,0,0,0,0,0,0,0,0,0,0,381,986.78619,0
"kentucky","muhlenberg",0,0,1140189,279594,0,0,0,2508.4158,1118.376,0,3626.7918,475,1230.24525,2.94802341240497
"kentucky","nelson",0,0,0,0,0,0,0,0,0,0,0,423,1095.56577,0
"kentucky","nicholas",0,0,0,0,0,0,0,0,0,0,0,197,510.22803,0
"kentucky","ohio",0,0,2117494,0,0,0,0,4658.4868,0,0,4658.4868,594,1538.45406,3.02803113925937
"kentucky","oldham",0,0,0,0,0,0,0,0,0,0,0,189,489.50811,0
"kentucky","owen",0,0,0,0,0,0,0,0,0,0,0,352,911.67648,0
"kentucky","owsley",0,0,0,0,0,0,0,0,0,0,0,198,512.81802,0
"kentucky","pendleton",0,0,0,0,0,0,0,0,0,0,0,280,725.1972,0
"kentucky","perry",0,0,0,0,0,0,0,0,0,0,0,342,885.77658,0
"kentucky","pike",0,0,0,0,0,0,0,0,0,0,0,788,2040.91212,0
"kentucky","powell",0,0,0,0,0,0,0,0,0,0,0,180,466.1982,0
"kentucky","pulaski",0,0,0,0,0,0,0,0,0,0,0,662,1714.57338,0
"kentucky","robertson",0,0,0,0,0,0,0,0,0,0,0,100,258.999,0
"kentucky","rockcastle",0,0,0,0,0,0,0,0,0,0,0,318,823.61682,0
"kentucky","rowan",0,0,0,0,0,0,0,0,0,0,0,281,727.78719,0
"kentucky","russell",0,0,0,0,689,0,0,0,0,606.32,606.32,254,657.85746,0.921658621914845
"kentucky","scott",0,0,0,0,0,0,0,0,0,0,0,285,738.14715,0
"kentucky","shelby",0,0,0,0,440,0,0,0,0,387.2,387.2,384,994.55616,0.389319392481567
"kentucky","simpson",0,0,0,0,0,0,0,0,0,0,0,236,611.23764,0
"kentucky","spencer",0,0,0,0,0,0,0,0,0,0,0,186,481.73814,0
"kentucky","taylor",0,0,325768,0,0,0,0,716.6896,0,0,716.6896,270,699.2973,1.02487110989847
