"X","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
792,"iowa","dallas",162,27413,22,38395,85,283236,2,-47,22,1122
793,"iowa","davis",357,28544,38,113627,111,219992,6,420,86,4862
794,"iowa","decatur",273,39170,18,63701,42,90978,NA,NA,28,1293
795,"iowa","delaware",528,104253,161,470395,67,1297,NA,NA,23,2319
796,"iowa","desmoines",106,5113,26,43782,27,1289,6,200,20,687
797,"iowa","dickinson",60,23291,19,55120,30,898,2,-47,8,734
798,"iowa","dubuque",622,122012,80,110695,93,2670,14,929,27,1261
799,"iowa","emmet",77,9382,21,183186,16,-47,4,252,10,345
800,"iowa","fayette",384,56930,58,318638,66,-47,12,335,26,2717
801,"iowa","floyd",174,19139,49,222565,56,125534,9,-47,15,989
802,"iowa","franklin",136,10572,75,564205,39,-47,7,668,14,644
803,"iowa","fremont",76,11578,5,-47,16,200,2,-47,1,-47
804,"iowa","greene",171,25724,43,242588,52,895,NA,NA,20,826
805,"iowa","grundy",119,9419,42,216487,37,612,10,-47,31,1944
806,"iowa","guthrie",303,32814,34,132776,34,-47,5,104,20,1002
807,"iowa","hamilton",71,3888,72,680094,41,-47,2,-47,18,1445
808,"iowa","hancock",99,9371,74,364309,42,-47,8,1050,15,1156
809,"iowa","hardin",173,16563,105,860744,43,-47,11,1291,24,810
810,"iowa","harrison",200,26011,9,22706,52,-47,15,5430646,11,429
811,"iowa","henry",186,17685,35,73859,45,763,3,230,16,660
812,"iowa","howard",181,33433,43,531959,53,103673,8,12115,30,1364
813,"iowa","humboldt",44,7511,29,113261,15,433848,3,-47,10,620
814,"iowa","ida",149,38968,14,62982,15,358,2,-47,10,898
815,"iowa","iowa",248,31802,30,115752,69,1485,8,2623,23,1521
816,"iowa","jackson",485,85562,32,62925,72,122240,12,-47,27,745
817,"iowa","jasper",293,27348,58,168666,98,3925,14,1465,67,4501
818,"iowa","jefferson",181,14189,46,61147,61,10595,6,248,26,1405
819,"iowa","johnson",311,20708,84,162301,131,167451,18,65943,62,3758
820,"iowa","jones",360,48192,70,74885,46,991,5,141,31,660
821,"iowa","keokuk",269,22215,59,172011,36,736,NA,NA,22,1816
822,"iowa","kossuth",145,21456,130,542697,36,3689,9,760,24,1740
823,"iowa","lee",189,14635,31,66612,49,1132,2,-47,23,2010
824,"iowa","linn",350,20467,46,163492,104,2777,20,1634,55,3418
825,"iowa","louisa",71,4262,43,330842,23,376,2,-47,10,916
826,"iowa","lucas",223,25697,15,40247,50,1218,3,36,14,343
827,"iowa","lyon",357,176388,227,966636,75,-47,12,1485,31,4830
828,"iowa","madison",357,31279,30,55247,154,-47,21,897,37,1575
829,"iowa","mahaska",233,24494,67,335731,36,-47,2,-47,16,1460
830,"iowa","marion",260,20237,19,23549,78,2631,7,1153,38,2527
831,"iowa","marshall",159,26404,36,146882,42,1132,7,1524,28,1956
832,"iowa","mills",75,3049,6,119,36,1299,8,720,11,325
833,"iowa","mitchell",227,58128,70,239896,60,139479,13,74946,26,2183
834,"iowa","monona",132,15646,11,10507,20,399,2,-47,8,150
835,"iowa","monroe",237,23990,6,-47,32,637,NA,NA,15,554
836,"iowa","montgomery",123,17433,13,26385,22,100788,4,168,12,299
837,"iowa","muscatine",188,17491,35,72124,42,988,18,13102,27,517
838,"iowa","obrien",158,59079,166,472110,37,-47,3,470,29,2969
839,"iowa","osceola",115,69635,103,476361,23,-47,1,-47,18,2561
840,"iowa","page",197,22984,5,10685,22,251,NA,NA,19,2283
841,"iowa","paloalto",102,24105,71,791666,16,-47,10,670,1,-47
842,"iowa","plymouth",343,106095,183,919557,53,1035,11,510,35,5372
843,"iowa","pocahontas",98,25821,34,295020,17,-47,NA,NA,4,68
844,"iowa","polk",126,6089,12,-47,112,3049,8,853,50,2011
845,"iowa","pottawattamie",275,48084,49,92276,91,2458,20,848503,36,1656
846,"iowa","poweshiek",229,24584,39,87202,49,-47,2,-47,37,1563
847,"iowa","ringgold",274,42718,21,94973,45,1076,5,280,20,1044
848,"iowa","sac",169,48084,61,345111,26,469,3,-47,23,1229
849,"iowa","scott",155,13842,15,273337,59,1558,9,1063,18,1074
850,"iowa","shelby",229,41088,39,200835,33,1288,6,595,6,171
851,"iowa","sioux",476,381688,368,1460697,106,-47,12,1802014,51,9906
852,"iowa","story",179,17170,44,104732,106,8958,17,3307,52,1854
853,"iowa","tama",291,31502,47,150494,37,1011,6,370,28,1160
854,"iowa","taylor",232,27268,13,54827,29,-47,2,-47,7,220
855,"iowa","union",246,28446,21,93053,66,336558,7,-47,12,474
856,"iowa","vanburen",214,19164,21,116157,59,1981,2,-47,50,1847
857,"iowa","wapello",200,13981,23,65563,47,972,NA,NA,8,1686
858,"iowa","warren",311,21710,32,5628,194,4759,31,3170,43,1125
859,"iowa","washington",246,15531,176,1486642,88,171344,6,-47,63,6753
860,"iowa","wayne",251,27097,11,-47,43,995,10,348,24,536
861,"iowa","webster",108,10380,40,163062,57,-47,5,770,15,882
862,"iowa","winnebago",53,4277,25,194609,23,-47,2,-47,5,98
863,"iowa","winneshiek",482,80406,51,153725,75,-47,12,-47,46,2186
864,"iowa","woodbury",269,70835,23,39665,65,1297,1,-47,28,774
865,"iowa","worth",90,3543,31,40699,46,1704,8,4246,22,534
866,"iowa","wright",84,4867,25,429483,44,5087043,2,-47,21,786
868,"kansas","allen",267,27330,4,69,27,317,NA,NA,2,-47
869,"kansas","anderson",320,26898,14,74,38,1019,9,4574,15,1248
870,"kansas","atchison",205,18789,15,1897,58,1474,NA,NA,14,84
871,"kansas","barber",236,58448,NA,NA,13,189,NA,NA,4,116
872,"kansas","barton",244,103062,11,10627,9,145,2,-47,8,18
873,"kansas","bourbon",409,59357,24,1789,48,1207,1,-47,15,288
874,"kansas","brown",143,22791,11,10427,34,546,6,900,19,1412
875,"kansas","butler",666,135567,28,18568,229,3875,5,46,21,2080
876,"kansas","chase",144,65729,NA,NA,4,72,NA,NA,NA,NA
877,"kansas","chautauqua",220,33647,7,1020,37,656,1,-47,2,-47
878,"kansas","cherokee",374,24075,17,62,66,1195,NA,NA,7,139
879,"kansas","cheyenne",108,39080,6,246,15,914,NA,NA,3,84
880,"kansas","clark",112,68503,2,-47,5,95,NA,NA,1,-47
881,"kansas","clay",220,32710,10,55106,33,860,1,-47,7,333
882,"kansas","cloud",170,20314,2,-47,16,588,NA,NA,2,-47
883,"kansas","coffey",237,26008,4,16,59,792,NA,NA,22,347
884,"kansas","comanche",107,40484,1,-47,3,72,NA,NA,NA,NA
885,"kansas","cowley",409,52769,19,240,76,21194,7,334,16,1822
886,"kansas","crawford",438,47372,17,123,91,2086,3,300,9,231
887,"kansas","decatur",134,69146,NA,NA,10,165,NA,NA,4,29
888,"kansas","dickinson",297,51739,8,165,53,1199,8,458,17,2357
889,"kansas","doniphan",97,5517,7,182,19,387,NA,NA,18,797
890,"kansas","douglas",293,17881,12,50,172,4045,9,1276,24,493
891,"kansas","edwards",66,61957,2,-47,3,43,3,300,NA,NA
892,"kansas","elk",150,42093,1,-47,18,386,NA,NA,9,465
893,"kansas","ellis",269,30180,13,1026,38,761,2,-47,6,139
894,"kansas","ellsworth",157,25878,NA,NA,19,327,NA,NA,1,-47
895,"kansas","finney",93,273767,24,456,21,588,NA,NA,16,1225
896,"kansas","ford",181,177981,2,-47,23,268,NA,NA,4,24
897,"kansas","franklin",435,46674,19,11480,127,2511,4,461,17,381
898,"kansas","geary",79,13409,6,13621,25,1030,2,-47,NA,NA
899,"kansas","gove",156,80312,1,-47,11,236,NA,NA,5,-47
900,"kansas","graham",90,17724,4,95,17,661,NA,NA,1,-47
901,"kansas","grant",51,241105,2,-47,4,149,NA,NA,3,-47
902,"kansas","gray",123,288654,1,-47,11,-47,2,-47,4,103
903,"kansas","greeley",39,34843,1,-47,NA,NA,NA,NA,8,360
904,"kansas","greenwood",295,99913,2,-47,41,660,NA,NA,11,1231
905,"kansas","hamilton",66,149477,2,-47,4,190,NA,NA,1,-47
906,"kansas","harper",165,51026,5,19,21,417,2,-47,17,821
907,"kansas","harvey",232,37693,12,16480,62,12058,7,910,28,2086
908,"kansas","haskell",31,413827,4,32,6,30,NA,NA,3,-47
909,"kansas","hodgeman",117,70268,NA,NA,8,240,NA,NA,NA,NA
910,"kansas","jackson",426,49810,24,2645,67,1398,6,1250,25,1098
911,"kansas","jefferson",390,27709,16,121,116,2422,13,1178,35,744
912,"kansas","jewell",188,30866,12,1056,16,831,2,-47,10,171
913,"kansas","johnson",151,5526,16,173,107,2272,12,3078,20,-47
914,"kansas","kearny",68,72392,1,-47,20,601,5,307,3,1113
915,"kansas","kingman",297,33822,6,100,42,685,2,-47,7,150
916,"kansas","kiowa",100,23806,5,20,13,250,5,125,13,1256
917,"kansas","labette",582,76391,21,571,92,2187,6,122,67,4030
918,"kansas","lane",51,88095,10,1435,3,48,NA,NA,1,-47
919,"kansas","leavenworth",441,16912,40,1088,186,3869,14,1156,61,2531
920,"kansas","lincoln",126,36512,NA,NA,17,326,NA,NA,4,-47
921,"kansas","linn",342,25715,17,86,68,1315,5,-47,15,1858
922,"kansas","logan",108,29324,1,-47,21,372,2,-47,3,293
923,"kansas","lyon",326,64027,7,33,68,1363,8,239,35,2507
924,"kansas","mcpherson",320,52445,31,36626,77,131180,2,-47,39,2768
925,"kansas","marion",349,60033,27,33285,54,-47,6,309,31,1571
926,"kansas","marshall",317,41689,14,7728,28,517,NA,NA,15,503
927,"kansas","meade",141,68990,2,-47,24,382,1,-47,13,1848
928,"kansas","miami",583,34069,23,661,227,4660,9,366,31,938
929,"kansas","mitchell",160,38105,8,-47,22,527,2,-47,7,643
930,"kansas","montgomery",562,32521,18,-47,87,1571,1,-47,15,631
931,"kansas","morris",190,60981,NA,NA,37,669,NA,NA,16,934
932,"kansas","morton",78,12609,5,-47,16,259,NA,NA,3,3
933,"kansas","nemaha",392,88229,28,323333,46,770,NA,NA,3,185
934,"kansas","neosho",388,42704,19,650,59,1571,NA,NA,22,365
935,"kansas","ness",164,22950,1,-47,6,96,NA,NA,9,846
936,"kansas","norton",158,41350,3,-47,19,598,5,15,10,357
937,"kansas","osage",384,29631,10,56,105,2190,11,213,14,945
938,"kansas","osborne",120,25371,2,-47,8,182,1,-47,7,95
939,"kansas","ottawa",183,36502,3,132,34,628,2,-47,9,452
940,"kansas","pawnee",88,70093,2,-47,8,167,NA,NA,9,227
941,"kansas","phillips",180,39639,6,28700,33,2808,NA,NA,19,748
942,"kansas","pottawatomie",354,66020,21,5357,84,-47,9,103,25,4631
943,"kansas","pratt",119,53279,4,7293,20,301,6,345,7,582
944,"kansas","rawlins",146,21396,NA,NA,9,144,NA,NA,2,-47
945,"kansas","reno",520,79572,35,5064,147,4058,10,-47,62,3849
946,"kansas","republic",204,47182,NA,NA,9,251,1,-47,10,1609
947,"kansas","rice",160,62271,7,-47,29,-47,1,-47,12,411
948,"kansas","riley",166,23641,2,-47,55,1310,2,-47,12,865
949,"kansas","rooks",198,40100,3,25,9,114,NA,NA,NA,NA
950,"kansas","rush",149,22040,3,-47,14,358,NA,NA,1,-47
951,"kansas","russell",164,27266,5,260,19,246,NA,NA,3,66
952,"kansas","saline",181,18085,5,36,38,912,1,-47,15,1946
953,"kansas","scott",66,310251,8,-47,10,208,NA,NA,2,-47
954,"kansas","sedgwick",411,33497,17,259,124,2518,4,50,60,1717
955,"kansas","seward",59,96950,NA,NA,19,428,NA,NA,NA,NA
956,"kansas","shawnee",241,10377,19,264,98,3511,3,-47,26,354
957,"kansas","sheridan",123,87557,NA,NA,12,347,1,-47,NA,NA
958,"kansas","sherman",95,22498,4,31,18,532,NA,NA,9,96
959,"kansas","smith",180,42326,7,-47,23,1101,1,-47,9,3032
960,"kansas","stafford",124,41320,1,-47,14,127,1,-47,9,1109
961,"kansas","stanton",22,20786,1,-47,NA,NA,NA,NA,NA,NA
962,"kansas","stevens",90,46442,5,-47,19,476,NA,NA,6,54
963,"kansas","sumner",297,19293,14,52,98,2172,1,-47,22,1622
964,"kansas","thomas",133,51580,14,284,38,906,2,-47,5,80
965,"kansas","trego",113,18686,NA,NA,7,118,2,-47,6,363
966,"kansas","wabaunsee",295,38464,5,-47,55,978,5,475,3,212
967,"kansas","wallace",83,20614,7,-47,6,147,2,-47,7,332
968,"kansas","washington",351,76079,12,107440,24,279,NA,NA,16,2675
969,"kansas","wichita",40,96894,1,-47,4,140,3,240,NA,NA
970,"kansas","wilson",201,23679,3,195,25,530,2,-47,NA,NA
971,"kansas","woodson",135,24908,4,36,18,489,1,-47,10,251
972,"kansas","wyandotte",49,534,2,-47,26,898,NA,NA,7,74
974,"kentucky","adair",591,40826,21,584,152,74150,21,5013436,40,1567
975,"kentucky","allen",545,41027,50,3481,153,53482,9,1472,70,1514
976,"kentucky","anderson",285,11143,34,113,158,4086,7,565,29,450
977,"kentucky","ballard",71,3710,5,75,34,-47,7,6309000,15,716
978,"kentucky","barren",1013,80293,20,108,140,2881,32,8367761,57,1314
979,"kentucky","bath",345,26239,14,128,67,1120,NA,NA,23,445
980,"kentucky","bell",29,701,2,-47,14,200,NA,NA,10,84
981,"kentucky","boone",212,8553,15,74,108,2404,6,763,14,526
982,"kentucky","bourbon",377,43023,12,83,114,4266,4,-47,32,1194
983,"kentucky","boyd",64,1640,8,23,45,848,2,-47,13,115
984,"kentucky","boyle",236,29459,5,9,56,929,NA,NA,26,899
985,"kentucky","bracken",295,12429,11,356,62,1093,7,137,10,503
986,"kentucky","breathitt",49,1026,4,42,26,506,3,-47,NA,NA
987,"kentucky","breckinridge",587,29946,27,1125,125,2736,10,7945100,65,2582
988,"kentucky","bullitt",143,3436,20,107,106,2234,9,218,15,132
989,"kentucky","butler",262,15919,13,52,79,42386,5,2365000,27,550
990,"kentucky","caldwell",189,9865,12,79,38,776,2,-47,19,356
991,"kentucky","calloway",169,7560,13,-47,48,899,10,7335100,18,960
992,"kentucky","campbell",224,4811,13,32,93,2441,3,78,20,434
993,"kentucky","carlisle",39,1699,3,-47,22,-47,12,7480400,8,128
994,"kentucky","carroll",114,4459,1,-47,20,514,NA,NA,5,105
995,"kentucky","carter",306,7101,26,161,106,2949,5,225,21,255
996,"kentucky","casey",605,39365,26,346,112,53823,8,1385,38,1132
997,"kentucky","christian",362,21466,24,314,120,124469,25,2630426,58,613
998,"kentucky","clark",404,37837,7,114,92,2341,NA,NA,29,697
999,"kentucky","clay",70,1911,1,-47,28,1123,NA,NA,10,172
1000,"kentucky","clinton",245,18353,2,-47,26,-47,16,6082616,7,119
1001,"kentucky","crittenden",172,9923,5,43,57,1786,3,-47,22,620
1002,"kentucky","cumberland",177,8628,8,46,65,1494,6,-47,20,354
1003,"kentucky","daviess",277,13254,22,-47,82,1554,13,10779004,63,1175
1004,"kentucky","edmonson",246,16832,12,54,91,137265,2,-47,20,441
1005,"kentucky","elliott",160,3929,8,36,57,1179,2,-47,15,193
1006,"kentucky","estill",140,4794,13,70,41,1744,NA,NA,12,282
1007,"kentucky","fayette",148,12340,10,-47,78,2042,2,-47,14,513
1008,"kentucky","fleming",507,39548,25,137,76,1682,2,-47,31,1977
1009,"kentucky","floyd",25,288,NA,NA,10,344,NA,NA,1,-47
1010,"kentucky","franklin",211,11513,16,102,86,1585,8,1221,16,512
1011,"kentucky","fulton",16,483,4,-47,10,241772,2,-47,1,-47
1012,"kentucky","gallatin",81,4389,6,-47,37,828,2,-47,1,-47
1013,"kentucky","garrard",384,33920,6,52,57,1068,6,420,31,872
1014,"kentucky","grant",328,11955,18,128,106,2579,5,-47,25,532
1015,"kentucky","graves",272,15109,12,29824,81,-47,77,54075180,16,215
1016,"kentucky","grayson",684,43200,21,173,169,97882,10,2424683,38,944
1017,"kentucky","green",434,25891,19,107,90,1369,13,1732201,38,650
1018,"kentucky","greenup",255,5858,16,82,72,1084,2,-47,21,289
1019,"kentucky","hancock",114,5568,10,51,59,1370,2,-47,30,521
1020,"kentucky","hardin",619,26532,46,24176,186,4402,14,-47,41,827
1021,"kentucky","harlan",9,117,NA,NA,12,128,NA,NA,4,22
1022,"kentucky","harrison",530,29986,34,279,141,3186,8,15220,20,750
1023,"kentucky","hart",553,28383,19,67,212,10740,10,-47,115,3411
1024,"kentucky","henderson",98,5309,3,5,25,415,1,-47,9,193
1025,"kentucky","henry",341,22766,20,395,82,2903,6,-47,34,618
1026,"kentucky","hickman",31,991,5,23800,3,-47,35,21768115,4,136
1027,"kentucky","hopkins",213,9414,14,-47,88,-47,13,14707040,23,614
1028,"kentucky","jackson",217,9685,9,62,62,2804,4,60,29,567
1029,"kentucky","jefferson",56,1331,7,24,52,3787,NA,NA,15,198
1030,"kentucky","jessamine",255,13587,11,29,85,3435,1,-47,4,94
1031,"kentucky","johnson",67,1240,11,27,62,1016,5,500,6,28
1032,"kentucky","kenton",185,4325,13,65,63,1488,3,-47,14,232
1033,"kentucky","knott",16,859,NA,NA,10,192,NA,NA,6,12
1034,"kentucky","knox",138,3356,7,18,54,2620,4,61,16,204
1035,"kentucky","larue",308,13517,22,158,110,3505,6,126,35,1203
1036,"kentucky","laurel",469,18470,24,673,149,3071,4,85,23,449
1037,"kentucky","lawrence",144,3036,14,31,57,856,NA,NA,8,24
1038,"kentucky","lee",42,950,5,24,32,734,NA,NA,NA,NA
1039,"kentucky","leslie",10,82,2,-47,13,502,NA,NA,NA,NA
1040,"kentucky","letcher",22,149,7,29,30,2466,2,-47,10,82
1041,"kentucky","lewis",256,9373,15,287,56,1686,1,-47,13,455
1042,"kentucky","lincoln",626,45445,24,181,114,10013,7,1505,41,1232
1043,"kentucky","livingston",132,13864,9,641,43,1245,2,-47,14,266
1044,"kentucky","logan",324,31027,14,-47,96,286139,9,432,29,482
1045,"kentucky","lyon",75,3580,NA,NA,24,376,1,-47,7,71
1046,"kentucky","mccracken",66,1919,5,84,36,-47,2,-47,13,161
1047,"kentucky","mccreary",94,2467,12,18,27,463,2,-47,6,30
1048,"kentucky","mclean",67,3837,19,732,23,128915,45,26444868,9,158
1049,"kentucky","madison",634,55758,18,173,199,4072,4,-47,60,633
1050,"kentucky","magoffin",122,1972,2,-47,38,581,2,-47,8,79
1051,"kentucky","marion",525,43324,8,-47,52,864,4,48,20,706
1052,"kentucky","marshall",251,14523,5,-47,75,1708,16,4329883,21,526
1053,"kentucky","martin",11,233,1,-47,11,335,NA,NA,NA,NA
1054,"kentucky","mason",307,25207,11,190,39,663,2,-47,15,267
1055,"kentucky","meade",319,12982,44,248,91,22978,4,1479500,31,1087
1056,"kentucky","menifee",91,3053,4,11,23,376,2,-47,2,-47
1057,"kentucky","mercer",464,37607,26,86,134,2614,2,-47,95,2723
1058,"kentucky","metcalfe",481,30530,18,106,79,-47,3,-47,25,765
1059,"kentucky","monroe",486,50615,2,-47,34,864,14,8100000,14,634
1060,"kentucky","montgomery",296,19175,5,23,61,1179,3,72,12,1225
1061,"kentucky","morgan",217,6436,12,40,61,908,2,-47,12,183
1062,"kentucky","muhlenberg",222,12461,7,50011,37,-47,11,7620400,25,635
1063,"kentucky","nelson",562,34082,37,441,201,4273,12,568,37,1003
1064,"kentucky","nicholas",240,17063,14,47,57,33839,3,11,16,393
1065,"kentucky","ohio",322,12230,15,53,62,1389,32,15436628,33,1052
1066,"kentucky","oldham",93,3953,7,181,81,2959,4,6025,27,666
1067,"kentucky","owen",286,21438,11,34,103,-47,1,-47,23,1495
1068,"kentucky","owsley",19,1353,4,29,7,256,NA,NA,3,33
1069,"kentucky","pendleton",374,9285,28,91,127,3069,NA,NA,29,500
1070,"kentucky","perry",8,138,4,4,13,404,NA,NA,8,94
1071,"kentucky","pike",26,2764,4,22,16,285,NA,NA,3,72
1072,"kentucky","powell",66,2434,5,22,25,573,NA,NA,4,36
1073,"kentucky","pulaski",946,63502,30,280,182,56152,7,775,96,2711
1074,"kentucky","robertson",88,3540,4,31,16,426,NA,NA,3,50
1075,"kentucky","rockcastle",370,15551,10,21,68,2483,5,310,29,564
1076,"kentucky","rowan",99,3042,15,326,42,780,3,640,14,150
1077,"kentucky","russell",334,30427,11,44,52,1340,7,756,32,978
1078,"kentucky","scott",288,24723,15,105,88,2141,3,-47,37,1043
1079,"kentucky","shelby",505,25269,16,159,187,5131,9,12690,85,1868
1080,"kentucky","simpson",165,9122,2,-47,52,819,3,-47,11,300
1081,"kentucky","spencer",230,8311,13,95,68,1936,6,183,17,343
1082,"kentucky","taylor",326,17631,14,62,75,2039,12,2957624,24,859
1083,"kentucky","todd",217,19568,23,24564,69,2266614,6,2075000,25,632
1084,"kentucky","trigg",172,15654,22,724,67,7157,3,-47,22,676
1085,"kentucky","trimble",187,6166,8,24,45,1067,3,16,4,51
1086,"kentucky","union",78,5995,8,354,13,248,3,38,2,-47
1087,"kentucky","warren",641,41066,29,24324,166,220777,7,-47,36,2567
1088,"kentucky","washington",497,39818,6,73,98,1659,8,264,31,1242
1089,"kentucky","wayne",396,20007,10,101,53,90432,14,4608500,33,1176
1090,"kentucky","webster",104,6639,8,99,27,555,21,23180000,10,180
1091,"kentucky","whitley",256,7975,29,209,97,2186,5,146,42,958
1092,"kentucky","wolfe",100,2527,5,21,37,807,5,10,2,-47
1093,"kentucky","woodford",214,14418,3,24,43,1531,NA,NA,24,635
1095,"louisiana","acadia",274,10726,8,56,59,1878,NA,NA,41,546
1096,"louisiana","allen",207,7747,14,228,46,1517,NA,NA,14,226
1097,"louisiana","ascension",97,6029,12,100,46,1457,NA,NA,4,66
1098,"louisiana","assumption",17,391,5,10,8,130,NA,NA,2,-47
1099,"louisiana","avoyelles",352,27646,7,360,79,1755,6,180,29,505
1100,"louisiana","beauregard",460,28414,40,224,144,3535,1,-47,35,742
1101,"louisiana","bienville",83,2452,NA,NA,26,-47,5,3910000,2,-47
1102,"louisiana","bossier",216,18540,25,222,84,1447,NA,NA,16,203
1103,"louisiana","caddo",290,30477,19,108,95,2265,1,-47,16,124
1104,"louisiana","calcasieu",488,38788,24,211,120,5358,5,63,63,919
1105,"louisiana","caldwell",93,4808,8,106,34,891,1,-47,4,28
1106,"louisiana","cameron",170,15735,NA,NA,11,291,NA,NA,3,99
1107,"louisiana","catahoula",87,4805,1,-47,22,847,NA,NA,NA,NA
1108,"louisiana","claiborne",134,10721,3,-47,23,127058,44,17157831,1,-47
1109,"louisiana","concordia",48,2113,8,104,4,98,NA,NA,1,-47
1110,"louisiana","desoto",421,34199,23,111,87,-47,NA,NA,4,48
1111,"louisiana","eastbatonrouge",205,14160,33,166,74,7423,4,-47,22,533
1112,"louisiana","eastcarroll",6,142,NA,NA,3,188,NA,NA,NA,NA
1113,"louisiana","eastfeliciana",229,29173,8,47,66,1564,2,-47,20,680
1114,"louisiana","evangeline",283,15579,12,157,40,811,2,-47,12,272
1115,"louisiana","franklin",254,20435,1,-47,26,993,NA,NA,3,11
1116,"louisiana","grant",99,5942,11,94,41,1471,NA,NA,4,52
1117,"louisiana","iberia",114,4833,1,-47,35,499,4,14,11,71
1118,"louisiana","iberville",48,6377,NA,NA,8,226,NA,NA,1,-47
1119,"louisiana","jackson",101,3138,5,23,27,-47,22,10919386,1,-47
1120,"louisiana","jefferson",4,111,NA,NA,NA,NA,NA,NA,NA,NA
1121,"louisiana","jeffersondavis",301,18690,14,91,70,1728,1,-47,27,461
1122,"louisiana","lafayette",210,7442,7,32,90,1683,6,446,29,570
1123,"louisiana","lafourche",184,15445,10,69,48,1486,5,50,16,110
1124,"louisiana","lasalle",120,2975,23,145,57,1361,10,82,7,149
1125,"louisiana","lincoln",191,14006,10,103,63,111844,42,25355077,7,63
1126,"louisiana","livingston",190,4298,25,132,131,2625,2,-47,35,474
1127,"louisiana","madison",14,2595,2,-47,2,-47,NA,NA,NA,NA
1128,"louisiana","morehouse",77,8550,5,10,15,340,NA,NA,6,24
1129,"louisiana","natchitoches",276,25893,7,9,33,-47,8,6140032,NA,NA
1130,"louisiana","orleans",NA,NA,NA,NA,14,699,3,36,2,-47
1131,"louisiana","ouachita",140,5027,22,196,100,-47,13,-47,10,148
1132,"louisiana","plaquemines",24,1887,5,195,8,1111,NA,NA,2,-47
1133,"louisiana","pointecoupee",146,14175,10,64,34,842,2,-47,12,156
1134,"louisiana","rapides",307,17708,16,37,97,1509,1,-47,29,604
1135,"louisiana","redriver",100,22920,NA,NA,18,592,NA,NA,NA,NA
1136,"louisiana","richland",172,15722,3,-47,14,251,2,-47,7,417
1137,"louisiana","sabine",281,18378,14,40,33,1098,23,26188113,7,88
1138,"louisiana","stbernard",8,1701,3,3,8,164,4,60,NA,NA
1139,"louisiana","stcharles",27,2398,1,-47,11,238,NA,NA,NA,NA
1140,"louisiana","sthelena",231,9667,2,-47,55,2224515,NA,NA,15,390
1141,"louisiana","stjames",15,915,NA,NA,6,195,NA,NA,NA,NA
1142,"louisiana","stjohnthebaptist",4,28,NA,NA,2,-47,NA,NA,NA,NA
1143,"louisiana","stlandry",551,28452,28,281,96,3571,2,-47,66,1242
1144,"louisiana","stmartin",96,3141,11,83,47,1438,NA,NA,10,70
1145,"louisiana","stmary",17,2632,NA,NA,10,278,NA,NA,NA,NA
1146,"louisiana","sttammany",225,8730,39,157,209,5073,8,838,64,945
1147,"louisiana","tangipahoa",448,26389,13,57,131,4021,8,6202,28,303
1148,"louisiana","tensas",23,322,NA,NA,6,60,NA,NA,NA,NA
1149,"louisiana","terrebonne",47,1403,5,30,33,685,NA,NA,3,3
1150,"louisiana","union",232,21205,17,36,62,-47,56,34144914,15,411
1151,"louisiana","vermilion",495,23326,9,63,73,1410,NA,NA,36,720
1152,"louisiana","vernon",243,8163,38,223,99,2092,6,6601000,25,475
1153,"louisiana","washington",522,25934,37,352,144,3002,5,-47,16,370
1154,"louisiana","webster",186,5400,7,37,59,91236,2,-47,4,-47
1155,"louisiana","westbatonrouge",47,1483,2,-47,11,252,2,-47,3,24
1156,"louisiana","westcarroll",100,5156,2,-47,28,368,NA,NA,1,-47
1157,"louisiana","westfeliciana",49,10505,8,16,31,807,NA,NA,3,3
1158,"louisiana","winn",71,4349,10,99,31,382392,2,-47,NA,NA
1160,"maine","androscoggin",56,4861,25,659,93,-47,22,7054,24,619
1161,"maine","aroostook",141,7042,51,301,121,4198,20,19664,42,1807
1162,"maine","cumberland",136,5134,27,316,138,-47,15,3877,56,958
1163,"maine","franklin",91,2482,23,162,80,2239,23,15352,23,344
1164,"maine","hancock",33,270,23,218,96,5537,29,8844,26,276
1165,"maine","kennebec",152,14140,31,600,116,3792,22,20085,52,827
1166,"maine","knox",39,685,9,294,64,1644,11,-47,29,679
1167,"maine","lincoln",73,1260,14,896,78,3933,8,3475,36,1251
1168,"maine","oxford",158,2334,36,259,141,24923,22,5230,47,666
1169,"maine","penobscot",136,11354,50,386,143,4024,25,-47,24,641
1170,"maine","piscataquis",44,2601,8,26,30,813,4,240,12,246
1171,"maine","sagadahoc",39,2032,12,59,57,2693,8,5519,20,400
1172,"maine","somerset",129,9627,30,227,98,2245,7,3628,15,338
1173,"maine","waldo",106,5109,30,256,102,6685,9,63996,49,979
1174,"maine","washington",22,241,7,55,57,1811,11,-47,8,452
1175,"maine","york",141,3103,42,302,205,-47,28,2918,67,1027
1177,"maryland","allegany",137,3512,3,-47,45,849,4,-47,13,210
1178,"maryland","annearundel",46,862,21,72,127,3800,3,3500,40,482
1179,"maryland","baltimore",120,4551,45,728,195,8800,12,-47,61,1366
1180,"maryland","calvert",65,813,18,101,75,2347,12,510540,17,294
1181,"maryland","caroline",47,2389,2,-47,47,2017,120,54254745,13,156
1182,"maryland","carroll",358,17128,51,638,266,-47,12,120933,86,1946
1183,"maryland","cecil",141,7230,42,-47,120,-47,8,6040,26,676
1184,"maryland","charles",86,1234,25,333,82,3430,4,-47,27,408
