StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_088,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_215,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_228,Category_229,Category_230,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
IN,18059,2218670,0,0,2508,2756405,19,0,1,1529,46,0,234,0,0,45707,0,68732,454,1517,0,0,9772,0,0,0,0,35601,1982,0,0,0,37,0,334,0,0,0,17,0,10,0,0,0,2219,0,0,0,34,27935,0,7921,0,3,20,5,1515,0,0,0,0,0,0,0,0,40186,0,512321,480053,264605,81276,27447,634484,2299,476,1,711412,2143,3579,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1012,0,0,0,904,0,0,0,0,2094,0,0,0,7,0,0,0,0,0,0,0,0,187,0,125,2219682,0,4602,2825269,359,0,117545,1524,0,0
IN,18061,828537,0,0,19112,1230641,0,0,11000,9106,213665,0,6862,0,0,17066,0,92351,8557,3948,5832,2658,0,0,0,0,0,37590,49550,0,0,0,0,90,223,0,0,3732,0,0,0,0,0,0,0,0,0,0,11742,1197,0,26559,0,964,0,0,0,0,0,0,0,0,0,0,0,56431,0,610433,119962,63695,18950,75514,5524111,147276,660351,6582,2558129,41597,95632,0,1466,0,0,0,92,0,0,0,0,0,0,1362,0,0,0,0,0,3507,0,0,1719,0,0,54,8485,0,0,0,0,0,0,0,0,3914,0,0,1732,0,0,0,0,0,0,0,9189,830256,0,19112,1336095,16051,0,111136,7862,92,0
IN,18063,2584868,0,0,602,2805611,11,0,0,1059,48,0,293,0,0,39439,0,25088,142,428,0,8,0,0,0,0,0,47211,4964,0,0,0,0,0,332,0,0,0,16,0,0,0,0,0,1473,0,0,0,88,2479,0,9268,0,10,1388,7,5439,0,0,0,0,0,0,0,0,54981,0,791227,843524,565857,213961,26631,1332886,3940,1575,53,1210882,2272,7280,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,120,1308,0,0,0,0,0,0,0,0,447,60,0,0,0,0,0,0,0,372,0,2882,2584953,0,602,2834088,3175,0,64552,875,0,0
IN,18065,3091680,0,0,12,3568331,0,0,0,837,22,0,3,0,0,50886,0,48065,1045,2702,0,0,79,0,0,0,0,67402,2575,0,0,0,89,0,1992,0,0,0,15,0,16,0,0,0,7639,0,0,0,38,1896,0,1969,0,0,52,47,244,0,0,0,0,0,0,0,0,65454,0,422456,325999,107755,28149,14043,1255991,5862,385,23,1132906,3117,11619,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,158,0,0,484,0,0,0,293,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,3092164,0,1421,3618188,1795,0,100844,2702,0,0
IN,18067,2477973,0,0,1788,2807197,268,0,0,589,439,1,104,0,0,66804,0,10248,88,171,0,0,0,0,0,0,0,38387,2053,0,0,0,0,6,595,0,0,0,0,0,71,0,0,0,5591,0,0,0,142,112,2,1377,0,9,410,0,3291,17,0,0,0,0,31,0,0,38637,0,420702,416769,234688,88916,10811,545570,3656,596,14,400856,17262,13622,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1534,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,509,0,8,2477984,0,1788,2817457,112,0,77059,171,0,0
IN,18069,2597839,0,0,1013,3901951,194,0,0,285,18637,0,1274,0,0,117689,0,22582,1582,1229,0,0,37,0,0,0,0,40453,2041,0,0,0,0,0,6,0,0,0,0,0,1811,0,0,0,790,0,0,0,475,6327,177,16890,0,0,8,988,36,0,0,0,0,0,0,0,0,165578,0,363991,262409,130183,40372,20101,1341032,11653,183,9,850800,89948,27303,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1474,0,88,2597884,0,1013,3924621,1362,0,140316,1229,0,0
IN,18071,2232870,0,0,169,3042124,146,0,243,845,8233,0,28,0,0,12584,0,103089,536,86,234,121,0,0,0,0,0,11863,1188,0,0,0,0,0,741,0,0,21,8325,0,0,0,0,0,3787,0,0,0,159,9168,0,34350,0,2,0,3021,443,0,0,0,0,3,0,0,0,131428,0,478113,222832,107490,54308,24016,5268630,38064,80719,4,1302700,101759,13697,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,144,0,0,119,2064,0,0,0,0,79,2,0,0,4644,0,0,0,0,0,0,0,0,0,0,664,2233016,0,248,3150521,694,0,115896,4730,0,0
IN,18073,6218392,0,0,72112,3933323,370,0,0,4203,186126,28984,3020,0,640,54790,3004,11446,36833,14475,3756,842,0,0,0,0,0,127370,7103,0,0,0,5,983,11119,0,0,327,0,993,12,0,0,7673,795,0,971,0,347,1069,225,8795,0,0,0,0,4767,0,0,0,0,0,0,0,0,60792,0,233104,519394,119811,56320,27552,1397942,16623,2249,168,1187429,124756,29628,0,2715,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,91,0,0,58,0,0,0,106,0,0,0,0,269,0,0,0,0,0,5240,0,0,0,0,0,0,0,0,5773,6218450,0,72381,3950542,8793,0,66563,14475,0,0
IN,18075,2911600,0,0,96,4250687,3,0,0,868,10,0,331,0,0,201556,0,77182,1097,8589,0,0,26,0,0,0,0,80330,4690,0,0,0,61,0,89,0,0,0,54,0,90,0,0,0,724,0,0,0,461,533,1,3397,0,0,1,114,395,0,0,0,0,0,0,0,0,22908,0,288679,194153,74701,23245,24574,1080773,1292,43,16,665924,12734,6926,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,31,0,0,16,0,0,0,132,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6370,2911616,0,1780,4334239,6701,0,280438,8589,0,0
IN,18077,479904,0,0,221,1669921,21,0,4713,1633,130,0,90,0,0,4259,0,124867,2117,966,10,0,0,0,0,0,0,3457,392,0,0,0,0,0,160,0,0,796,20,0,0,0,0,0,0,0,0,0,0,326,0,9092,0,1,62,0,34,0,0,0,0,0,0,0,0,50864,0,446107,134224,56953,32864,9638,4622823,88118,176608,8340,1466539,278,737,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,617,0,0,2,860,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,1185,480521,0,221,1796190,1275,0,129743,1183,0,0
IN,18079,1206419,0,0,14,2132214,70,0,1243,486,138,0,4,0,0,6527,0,148867,2157,111,58,5,0,0,0,0,0,3142,827,0,0,0,0,0,325,0,0,44,1,0,0,0,0,0,72,0,0,0,12,333,0,10069,0,3,6,61,106,0,0,0,0,0,0,0,0,57010,0,439773,129984,47876,17725,13079,4529868,11141,64977,385,965183,277,743,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8,0,0,373,0,0,0,4220,0,0,0,0,27,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,1133,1206792,0,41,2283804,1137,0,155794,1701,0,0
IN,18081,1648194,0,0,2,1869352,137,0,0,847,61,0,0,0,0,18265,0,117864,762,10,0,1618,0,0,0,0,0,18674,3336,0,0,0,0,0,154,0,0,0,140,0,0,0,0,0,440,0,0,0,3,840,0,1765,0,0,17,81,401,0,0,0,0,0,0,0,0,109626,0,612575,731465,364600,140554,61815,1453921,1274,14609,4,1154807,137,901,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,517,0,0,0,0,1491,0,0,0,259,0,0,0,0,0,0,0,0,0,0,219,1648194,0,1493,1987694,219,0,137620,269,0,0
IN,18083,4175570,0,0,9597,4702023,2728,0,232,30683,7447,0,0,0,0,17357,0,531145,791,338,118,0,0,0,0,139,0,4617,666,0,0,0,111,9170,401,0,0,43,88327,0,0,0,0,0,969,0,0,0,526,2005,2,61827,2,515,987,0,274,591,0,23,0,0,0,0,0,323348,0,383905,247837,138435,52892,21541,1490772,3918,7098,4348,870590,326514,12484,0,4,0,7348,0,7635,0,0,0,0,15,0,0,0,0,0,0,0,222,0,0,6130,34,0,0,13739,0,0,0,0,4,0,0,0,2622,0,0,0,0,0,0,0,0,44,0,52,4181734,0,9601,5235842,52,0,554636,2994,7635,0
IN,18085,4333383,0,0,349,3594333,22,0,0,1854,14602,4023,171,0,0,110834,0,18838,3766,4204,208,0,52,0,0,0,0,205559,795,0,0,0,31,1434,114,0,0,0,0,0,965,0,0,0,1106,0,0,0,409,1536,1519,6434,0,0,493,656,775,0,0,0,0,0,0,0,0,458791,0,597918,507535,212925,94474,39326,2080892,42529,1124,76,1512286,363649,130506,0,4166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,451,0,0,0,499,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,554,0,151,4333834,0,349,3613322,322,0,130123,4204,0,0
IN,18087,1982721,0,0,1899,1519825,536,0,0,358,7097,0,2727,0,0,58696,0,244,9180,4967,5120,470,509,0,0,0,0,465745,292,0,679,0,325,56629,2715,0,0,1839,770,0,7206,0,0,0,2,0,13,0,158,908,2,4039,187,0,26,565,0,1,0,0,0,0,0,0,0,187225,0,328876,325254,157970,56599,32712,495470,24995,2493,48,2645034,1603491,9328,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4295,0,0,0,0,0,0,0,0,0,0,29,1479,0,0,0,0,0,0,0,0,1982724,0,1899,1520069,2727,0,58943,4967,0,0
IN,18089,2165134,0,0,501,2040177,805,0,0,8556,229,241,53,0,123,36226,895,2929,1230,1085,2563,115,0,0,0,0,0,27215,11878,0,0,0,0,1930,5999,0,0,376,0,1652,0,0,0,1648,979,0,429,0,140,1015,0,34659,0,0,0,0,87,0,0,0,0,0,0,0,0,265550,0,687542,2292731,1744437,788673,90675,1106825,9150,2235,4707,1098403,549141,58486,0,561,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,442,0,0,0,0,0,0,185,0,0,0,0,30,0,0,0,0,0,116,0,0,0,0,0,0,0,0,6,2165134,0,531,2043112,59,0,39185,1085,0,0
IN,18091,4610642,0,0,6478,3754837,791,0,0,2388,28250,11115,480,0,19,124840,2,48814,10782,3796,1458,45,0,0,0,0,0,138744,20112,0,821,0,12198,2475,3052,0,0,1582,2656,384,446,0,0,170,13390,0,68,0,3777,577,250,17873,1073,1103,1487,17855,2383,2142,0,0,0,0,89,0,0,152961,0,709535,730844,337365,122043,37961,2467580,37842,5995,11864,1151166,933913,57706,0,1466,0,1350,0,0,0,0,0,0,0,0,3263,0,0,0,434,85,850,0,0,10695,0,0,2786,1732,0,0,0,0,0,0,0,0,0,0,908,0,0,0,0,0,622,160,20,3170,4621337,0,6478,3806821,3650,0,184349,3796,0,0
IN,18093,732905,0,0,17,1056565,40,0,5,176,30,0,58,0,0,4648,0,34904,194,42,72,227,0,0,0,0,0,5443,1974,0,0,0,0,2,4100,0,0,0,76,0,0,0,0,0,994,0,0,1,2423,126,0,4740,0,0,282,55,356,0,0,0,0,2,0,0,0,87687,0,653971,137600,83038,30864,51136,6183842,18990,100934,72,2503392,2250,395,0,108,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,0,0,37,1091,0,0,0,0,11,2,0,0,1034,0,0,9,0,0,0,0,0,0,0,321,732911,0,28,1092824,381,0,39567,1076,2,0
IN,18095,3432643,0,0,81,4121242,36,0,0,2442,4495,0,433,0,0,55539,0,19658,316,1600,0,0,258,0,0,0,0,28234,3121,0,0,0,120,0,356,0,0,0,25,0,17,0,0,0,11126,0,0,0,357,1208,0,15274,0,0,18,5,1823,0,0,0,0,0,0,0,0,60016,0,724594,780629,267371,99691,23309,1057323,4451,231,13,974424,20179,17955,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,0,0,3,0,0,0,182,0,0,0,0,402,0,0,0,0,3,0,0,0,0,0,0,0,106,0,639,3432649,0,483,4141542,1072,0,75602,1600,0,0
IN,18097,205024,0,0,1,297627,72,0,0,383,0,0,73,0,0,1237,0,3714,222,439,0,2,0,0,0,0,0,6546,678,0,0,0,0,0,66,0,0,0,22,0,0,0,0,0,457,0,0,0,14,727,0,3013,0,2,3,3,611,0,0,0,0,7,0,0,0,265688,0,2101502,3133882,2231546,1019874,29484,750201,6360,1466,17,349826,6441,20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,205024,0,1,301341,73,0,4951,439,0,0
IN,18099,3867039,0,0,132,2880964,18,0,0,2121,7586,641,268,0,0,52676,0,8675,6727,2592,329,0,0,0,0,0,0,195920,582,0,27,0,13910,14516,246,0,0,105,0,0,623,0,0,0,546,0,0,0,354,416,939,6400,22,43,43,1252,3509,53,0,0,0,0,9,0,0,153506,0,417073,365911,129733,56258,24885,1854993,44633,1933,94,1187596,271161,57201,0,6577,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1988,3,0,0,106,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,0,0,1055,0,3110,3867145,0,132,2892749,3378,0,61457,2592,0,0
IN,18101,640146,0,0,64,708974,83,0,161,75,1095,0,125,0,0,1028,0,38693,68,8,25,236,0,0,0,5,0,405,1907,0,0,0,0,0,2528,0,0,0,238,0,0,0,0,0,33,0,0,0,212,244,0,924,0,35,1,4,65,0,0,0,0,0,0,0,0,112734,0,464079,57695,39919,12734,11817,5825360,26206,90468,118,773908,3282,2904,0,11,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,11,0,0,96,0,0,0,681,0,0,0,0,0,10,0,0,83,0,0,1,0,0,0,0,0,0,0,19,640252,0,64,747769,154,0,39817,91,0,0
IN,18103,2774703,0,0,143,3665588,4092,0,0,772,19622,179,44,0,0,103164,0,23314,8481,970,219,0,0,0,0,0,0,103262,456,0,0,0,26,208,7,0,0,0,0,0,251,0,0,0,2355,0,0,0,1476,174,689,1333,0,3,15,1282,608,0,0,0,0,0,0,0,0,73794,0,375275,261060,104115,41962,17217,1434897,6948,586,20,675649,26762,17828,0,8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,18,0,0,0,5518,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,7226,0,1946,2774721,0,143,3690848,1990,0,126496,970,0,0
IN,18105,224316,0,0,0,287585,0,0,0,195,9526,0,0,0,0,580,0,5872,121,20,0,3,0,0,0,0,0,1991,32,0,0,0,0,0,87,0,0,0,26,0,0,0,0,0,85,0,0,0,9,126,0,749,0,0,0,9,12,0,0,0,0,0,0,0,0,453137,0,762871,357408,191522,70795,56141,6620599,25441,105018,25,1475768,433,3662,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,544,0,0,0,0,0,0,0,0,0,0,123,224316,0,5,294124,123,0,6457,564,0,0
IN,18107,4678022,0,0,95,4864291,911,0,0,3684,2776,0,121,0,0,52214,0,17148,645,4828,917,122,0,0,0,0,0,36691,13498,0,69,0,0,0,687,0,0,1016,0,0,0,0,0,0,511,0,0,0,3911,570,0,9762,0,96,272,3,3919,0,0,0,0,0,0,0,0,47897,0,457936,252155,119977,46163,10088,1592122,5731,2292,392,842863,8932,8048,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,445,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,44,0,681,4678335,0,95,4882168,802,0,69627,4828,0,0
IN,18109,1655683,0,0,11,1809933,1,0,0,2691,25,0,0,0,0,3559,0,19273,94,87,0,23,0,0,0,0,0,5391,82,0,0,0,0,0,134,0,0,0,40,0,0,0,0,0,184,0,0,0,0,189,0,743,0,0,12,24,26,0,0,0,0,0,0,0,0,166049,0,620223,297348,120648,32588,30190,4611465,2440,23021,38,1197474,14,555,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,257,0,0,0,0,77,771,0,0,345,0,0,0,0,0,0,0,0,0,0,1956,1656454,0,88,1831507,2727,0,22909,432,0,0
IN,18111,4093266,0,0,1742,3050021,399,0,0,2167,6881,4678,566,0,251,65523,87,23813,3878,1014,15978,52,0,0,0,0,0,156936,3358,0,0,0,0,13443,16652,0,0,201,0,1326,0,0,0,6869,16,0,263,0,220,1879,0,6667,0,0,0,0,45,0,0,0,0,0,0,0,0,57729,0,118548,319828,59717,20762,29575,957076,11977,1688,339,1077244,248399,57139,0,3226,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,2392,0,0,3360,0,0,0,20,0,0,0,0,107,0,0,0,0,0,317,0,0,0,0,0,0,0,0,27,4096626,0,1849,3073861,593,0,92803,1014,0,0
IN,18113,2500427,0,0,1469,2724776,551,0,0,126,91,0,1207,0,0,111031,0,4716,2293,4737,884,36,92,0,0,0,0,235521,1170,0,33,0,67,421,695,0,0,162,18,0,825,0,0,0,586,0,8,0,52,1581,72,17621,63,0,925,3686,2,0,0,0,0,0,0,0,0,220903,0,389664,297234,153252,44404,22469,1680647,31727,645,202,1654527,638154,62686,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,140,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,27,0,407,2500648,0,1469,2729899,1614,0,115968,4737,0,0
IN,18115,94489,0,0,12,128339,0,0,0,170,9,0,54,0,0,1812,0,8175,234,1358,2,0,0,0,0,0,0,2759,57,0,0,0,0,0,132,0,0,9,5,0,0,0,0,0,0,0,0,0,0,146,0,1382,0,0,1,13,1,0,0,0,0,0,0,0,0,31588,0,110493,31060,9405,2130,1491,1142774,31980,83859,3,575907,78,1103,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,277,0,0,0,2,0,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,103,94766,0,15,136664,157,0,10267,1405,0,0
IN,18117,922335,0,0,3104,926286,5,0,742,156,668,0,2172,0,0,992,0,31532,85,124,69,440,0,0,0,0,0,6917,2158,0,0,0,0,19,54,0,0,113,130,0,0,0,0,0,0,0,0,10,25,165,0,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,228330,0,485412,49147,41628,11271,25991,5855141,38303,299142,250,1601537,531,1176,0,0,0,0,0,8,0,0,0,0,0,0,327,0,0,0,0,0,669,0,0,7917,0,0,4,21790,0,0,0,0,0,274,0,0,1941,0,0,105,0,0,0,0,0,0,0,140,930526,0,3104,959899,2586,0,40441,2065,8,0
IN,18119,823997,0,0,4,1110402,0,0,0,306,4,0,0,0,0,2470,0,53253,163,455,0,13,0,0,0,0,0,2307,41,0,0,0,6,11,219,0,0,10,82,0,0,0,0,0,174,0,0,0,14,690,7,2656,0,2,2,11,628,1026,0,0,0,2,0,0,0,156908,0,485058,74277,19860,4835,9660,5974345,22275,46434,126,1244480,1058,4508,0,146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,190,0,0,0,0,5,1,0,0,764,0,0,0,0,0,0,0,0,0,0,123,823998,0,9,1164542,124,0,55728,1219,0,0
IN,18121,2467800,0,0,692,2521985,248,0,0,2000,9,0,0,0,0,35116,0,76401,2925,9048,4217,744,0,0,0,0,0,55850,12938,0,353,0,9,74,35,0,0,6149,58,0,0,0,0,0,261,0,0,0,10944,0,0,412,0,8,3691,1835,303,734,0,0,0,0,3,0,0,181453,0,379572,125238,36675,10608,14614,4706566,13454,8549,697,890134,67880,5430,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,143,0,0,1357,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2468138,0,692,2598386,0,0,111712,9191,0,0
IN,18123,446433,0,0,1755,604517,284,0,5359,878,4703,0,261,0,0,715,0,17000,1404,420,2110,271,0,0,0,0,0,3066,7001,0,0,0,0,2,14,0,0,246,7,0,0,0,0,0,0,0,0,0,298,45,0,8408,0,829,0,0,0,0,0,0,0,0,0,0,0,117400,0,417295,68878,42453,13297,8369,6526380,153312,256929,1141,1213022,35065,43930,0,34,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,0,114,0,0,1204,0,0,30,389,0,0,0,0,0,95,0,0,693,0,0,84,0,0,0,0,0,0,0,19,447732,0,1755,622229,375,0,18919,1113,6,0
IN,18125,1095191,0,0,11713,1687136,147,0,1118,3037,47,0,0,0,0,18808,0,109283,1962,94,0,0,0,0,0,298,0,3656,843,0,0,0,5477,16,3626,0,0,0,2748,0,0,0,0,0,0,0,0,0,497,801,0,26619,1,199,11,0,0,0,0,60,0,0,0,0,0,254473,0,329963,104178,48584,13788,30152,3628073,178123,176401,16890,848685,193889,24347,0,0,0,0,0,804,0,0,0,0,7,0,0,0,0,0,0,0,29,0,0,378,0,0,0,11252,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,651,0,44,1095569,0,11713,1796564,44,0,128469,195,804,0
IN,18127,2304163,0,0,3164,2363377,799,0,0,4443,6805,803,778,0,1385,37433,417,5858,5210,1362,1881,325,0,0,0,0,0,47315,28759,0,31,0,154,350,3857,0,0,139,12,4526,35,0,0,1605,4525,0,2747,0,1850,2189,6,22613,73,96,85,1890,359,675,0,0,0,0,7,0,0,96788,0,604225,1197150,548097,183549,42994,1751577,15151,1960,27980,1073829,454425,14411,0,325,0,4,0,0,0,0,0,0,0,0,112,0,0,0,0,0,24,0,0,0,0,0,0,597,0,0,0,0,4,0,0,0,0,0,869,0,0,0,0,0,0,0,0,408,2304163,0,3168,2369643,1186,0,43295,1362,0,0
IN,18129,2978772,0,0,2276,3293922,3129,0,370,559,65,0,0,0,0,9159,0,582072,977,46,15,0,0,0,0,835,0,3400,201,0,0,0,2060,291,805,0,0,0,225,0,0,0,0,0,0,0,0,0,258,963,0,20959,26,303,15,0,2,0,0,310,0,0,0,0,2,366359,0,360220,168120,81251,36471,11815,1777716,3119,8387,600,542475,580921,15257,0,0,0,0,0,673,0,0,0,0,1,0,0,0,0,0,0,0,1686,0,0,228,0,0,0,1859,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,92,0,26,2979000,0,2276,3876197,26,0,591459,223,673,0
IN,18131,4738077,0,0,793,3282540,2,0,0,2016,283547,3209,108,0,0,30339,0,4077,4637,348,426,5,0,0,0,0,0,50142,3159,0,0,0,352,74525,1323,0,0,0,0,9,103,0,0,27,506,0,25,0,117,71,615,4096,0,0,0,55,12729,0,0,0,0,0,0,0,0,23951,0,214225,200381,37983,23484,25501,1383154,26168,1045,57,642109,158375,16463,0,315,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,698,0,0,0,37,0,0,0,2093,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,100,0,586,4738114,0,793,3287203,694,0,34453,348,0,0
IN,18133,2619409,0,0,135,2904409,29,0,0,636,36,0,40,0,0,21787,0,83024,1257,830,411,41,0,0,0,0,0,47722,4441,0,7,0,0,11,558,0,0,227,140,0,0,0,0,0,389,0,0,0,434,676,6,1608,0,2,294,9,3131,406,0,0,0,2,1,0,0,110110,0,488465,234058,86113,28633,50682,4438932,6321,10006,338,1335831,4587,6055,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,769,403,0,0,0,0,2,1046,0,0,259,1020,0,0,0,0,0,0,0,17,0,55,2621485,0,137,2988767,1141,0,104823,1089,0,0
IN,18135,4161373,0,0,66,4828410,0,0,0,1311,13,0,19,0,0,89583,0,28678,413,7944,0,0,12,0,0,0,0,69294,4644,0,0,0,189,0,86,0,0,0,80,0,34,0,0,0,16776,0,0,0,2879,181,0,903,0,0,644,127,65,0,0,0,0,0,0,0,0,22934,0,385502,215546,79917,21128,21087,966685,1196,65,15,787185,8853,7506,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,578,0,0,832,0,0,0,1069,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9707,4162205,0,401,4866795,9726,0,119428,7944,0,0
IN,18137,1521635,0,0,1094,2529345,15,0,896,2985,5199,0,513,0,0,8803,0,114077,2634,306,419,0,0,0,0,0,0,11398,834,0,0,0,0,0,1048,0,0,607,110,0,0,0,0,0,0,0,0,0,15,999,0,31975,0,3,50,55,662,2,0,0,0,0,0,0,0,81527,0,423113,173688,63734,22390,21228,4949246,27417,109240,2563,1472685,50,2080,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,241,0,0,1933,0,0,186,2058,0,0,0,0,47,0,0,0,2658,0,54,0,0,0,0,0,0,0,0,8521,1523568,0,1141,2654601,9034,0,124860,2964,0,0
IN,18139,4118407,0,0,527,4358029,12,0,98,1105,75,0,10,0,0,45239,0,175955,1494,930,0,0,7,0,0,0,0,25659,482,0,0,0,11,0,250,0,0,9,23,0,6,0,0,0,482,0,0,0,11,367,0,1149,0,27,303,67,50,0,0,0,0,0,0,0,0,16725,0,215193,108872,40680,9969,12673,843836,993,2750,86,591519,773,3183,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,488,0,0,1,3711,0,0,0,0,353,0,0,0,123,0,14,0,0,0,0,0,0,0,0,275,4118895,0,880,4534382,285,0,222035,1053,0,0
IN,18141,2632261,0,0,295,2348605,414,0,0,1179,10063,31364,1811,0,0,83696,0,4973,3661,3202,592,10,0,0,0,0,0,126342,8375,0,697,0,10911,1492,1165,0,0,2266,854,0,566,0,0,0,1156,0,0,0,906,8361,144,16734,2000,780,1076,15265,2626,1417,0,0,0,0,264,0,0,102410,0,1188699,1230373,805196,279753,60726,1593816,25570,4995,3533,778145,499171,27875,0,1147,0,2759,0,0,0,0,0,0,0,0,489,0,0,0,119,12,1762,0,0,1338,0,0,2331,1262,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,679,2,20,6754,2633599,0,295,2360332,8565,0,90007,3202,0,0
